rt_id,wd_id,title,series_qid,series_label,franchise_qid,franchise_label,bom_id,imdb_id,tmdb_id,budget,budget_currency_qid,budget_currency,budget_asof,budget_source,revenue,box_office_currency_qid,box_office_currency,box_office_asof,box_office_region_qid,box_office_region,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,imdb_budget,imdb_box_office_value,tmdb_budget,tmdb_box_office_value,id,index_in_series,index_in_franchise,n_films_in_series,n_films_in_franchise,roi_multiple,success_category
m/mad_max_beyond_thunderdome,Q426663,Mad Max Beyond Thunderdome,Q3275141,Mad Max,,,madmaxbeyondthunderdome,tt0089530,9355.0,10000000.0,Q4917,,,P2130,4272802.0,Q259502,,1985-01-01T00:00:00Z,,,Mad Max Beyond Thunderdome,"In the third of the ""Mad Max"" movies, Max (Mel Gibson) drifts into an evil town ruled by Turner. There he becomes a gladiator and gets dumped in the desert where he is rescued by a band of feral orphans who have been looking for help for years. When several of them take his appearance as a sign and go off into the desert, he follows them back to the town.",Beyond Thunderdome deepens the Mad Max character without sacrificing the amazing vehicle choreography and stunts that made the originals memorable.,PG-13,"Action & Adventure, Science Fiction & Fantasy","George Miller, George Ogilvie",Terry Hayes,"Mel Gibson, Tina Turner, Angelo Rossitto, Adam Cockburn, Bruce Spence, Helen Buday, Frank Thring, Paul Larsson, Angry Anderson, Robert Grubb, George Spartels, Alison Barrett, Edwin Hodgeman, Bob Hornery, Andrew Oh, James Robertson, Ollie Hall, Susan Leonard, Ray Turnbull, Lee Rice, Robert Simper, Brian Ellison, Gerard Armstrong, Max Worrall, Virginia Wark, Geeling, Mark Spain, Mark Kounnas, Rod Zuanic, Justine Clarke, Shane Tickner, James Wingrove, Adam Scougall, Tom Jennings, Gerry D'Angelo, Toni Allaylis, Travis Latter, Miguel López, Paul Daniel, Tushka Bergen, Emily Stocker, Sandie Lillingston, Adam Willits, Ben Chesterman, Liam Nikkinen, Dan Chesterman, Sandy Lillingston, Christopher Norton, Katharine Cullen, Heilan Robertson, Gabriel Dilworth, Hugh Sands, Rebekah Elmaloglou, Marion Sands, Shari Flood, Kate Tartar, Rachael Graham, Pega Williams, Emma Howard, Tarah Williams, Joanna McCarroll, Daniel Willits, Toby Messiter, Tonya Wright, Amanda Nikkinen, Flynn Kenney, Luke Panic, William Manning, Adam McCreadie, Sally Morton, Tushka Hose, George Ogilvie",1985-07-10,2008-08-15,106.0,Warner Bros. Pictures,Certified-Fresh,80.0,51.0,Spilled,49.0,68021.0,12,41,10,10000000.0,36230219.0,10000000.0,36230219.0,9355.0,2.0,,3.0,,0.4272802,Flop
m/return_of_the_living_dead,Q1475119,The Return of the Living Dead,Q3226427,Return of the Living Dead,,,returnofthelivingdead,tt0089907,10925.0,4000000.0,Q199578,,,P2130,14237880.0,Q1104069,,,,,The Return of the Living Dead,"When foreman Frank (James Karen) shows new employee Freddy (Thom Mathews) a secret military experiment in a supply warehouse, the two klutzes accidentally release a gas that reanimates corpses into flesh-eating zombies. As the epidemic spreads throughout Louisville, Ky., and the creatures satisfy their hunger in gory and outlandish ways, Frank and Freddy fight to survive with the help of their boss (Clu Gulager) and a mysterious mortician (Don Calfa).","A punk take on the zombie genre, Return of the Living Dead injects a healthy dose of '80s silliness to the flesh consuming.",R,"Comedy, Horror, Science Fiction & Fantasy",Dan O'Bannon,Dan O'Bannon,"Clu Gulager, James Karen, Don Calfa, Thom Mathews, Beverly Randolph, John Philbin, Jewel Shepard, Miguel A. Núñez Jr., Brian Peck, Linnea Quigley, Mark Venturini, Jonathan Terry, Cathleen Cordell, Jerome ""Daniels"" Coleman, Drew Deighan, James Dalesandro, John Durbin, Thom Matthews, David Bond, Bob Libman, Stanzi Stokes, John Stuart West, Ed Krieger, Michael Crabtree, Robert Craighead, Paul Cloud, Leigh Drake, Derrick Brice, Terrence M. Houlihan, Allan Trautman, Robert Bennett, Robert J. Bennett, Cherry Davis",1985-08-16,2016-11-18,91.0,HBO Video,Fresh,91.0,44.0,Upright,79.0,55332.0,4,40,4,4000000.0,14237880.0,4000000.0,14237880.0,10925.0,0.0,,3.0,,3.55947,Blockbuster
m/a_nightmare_on_elm_street_2_freddys_revenge,Q1145824,A Nightmare on Elm Street 2: Freddy's Revenge,Q617871,A Nightmare on Elm Street,,,elmst2,tt0089686,10014.0,3000000.0,,,,,30000000.0,,,,,,A Nightmare on Elm Street 2: Freddy's Revenge,"Jesse Walsh (Mark Patton) moves with his family into the home of the lone survivor from a series of attacks by dream-stalking monster Freddy Krueger (Robert Englund). There, Jesse is bedeviled by nightmares and inexplicably violent impulses. It turns out Freddy needs a host body to carry out his gruesome vendetta against the youth of Springwood, Ohio. While Freddy gains influence, Jesse and his girlfriend, Lisa (Kim Myers), race against the clock trying to figure out what's going on.","An intriguing subtext of repressed sexuality gives Freddy's Revenge some texture, but the Nightmare loses its edge in a sequel that lacks convincing performances or memorable scares.",R,Horror,Jack Sholder,David Chaskin,"Robert Englund, Mark Patton, Kim Myers, Robert Rusler, Clu Gulager, Hope Lange, Marshall Bell, Melinda O. Fee, Thom McFadden, Sydney Walsh, Hart Sprager, Steve Eastin, Christie Clark",1985-11-01,2016-04-19,85.0,Media Home Entertainment,Rotten,41.0,29.0,Spilled,33.0,321385.0,3,12,17,3000000.0,30000000.0,3000000.0,30000000.0,10014.0,1.0,,8.0,,10.0,Blockbuster
m/rocky_iv,Q387638,Rocky IV,Q1078084,Rocky,,,rocky4,tt0089927,1374.0,31000000.0,,,,,300473716.0,Q4917,,,,,Rocky IV,"After reclaiming the boxing championship title, Rocky Balboa (Sylvester Stallone) plans to retire and live with his wife, Adrian (Talia Shire). However, during an exhibition match, Rocky's friend Apollo Creed (Carl Weathers) is mercilessly beaten to death by hulking Russian newcomer Ivan Drago (Dolph Lundgren). Rocky vows payback against Drago and flies to Russia to train for a Christmas Day fight. Despite their different training methods, Rocky and Drago both wage a long and intense match.","Rocky IV inflates the action to absurd heights, but it ultimately rings hollow thanks to a story that hits the same basic beats as the first three entries in the franchise.",PG,Drama,Sylvester Stallone,Sylvester Stallone,"Sylvester Stallone, Dolph Lundgren, Talia Shire, Burt Young, Carl Weathers, Brigitte Nielsen, Tony Burton, Michael Pataki, Barry Tompkins, Betancourth Daniel Brown, James Brown (II), Rose Marie Campos, Mark Delessandro, R.J. Adams, Al Bandiero, Marty Denkin, Lou Filippo, James ""Cannonball"" Green, Rose Mary Campos, Dean Hammond, Rocky Krakoff, Mark de Alessandro, Sergei Levin, Sylvia Meals, Dwayne McGee, LeRoy Neiman, George Pipaski, George Rogan, Warner Wolf, Richard Blum, Ray Glanzmann, Patrick Pankhurst, Jim J. Bullock, Rose Dursey, Robert Doornick, Craig Schaefer, Leslie Morris, Julio Herzer, Rolf Williams, Gerald Berns, Julie Inouye, Jean Thoreau, Frank D'Annibale, Jeff Austin, Bob Giovanne, Stu Nahan, Dominic Barto",1985-11-27,2015-08-09,91.0,Metro-Goldwyn-Mayer,Rotten,40.0,48.0,Upright,79.0,352586.0,11,19,29,31000000.0,300473716.0,31000000.0,300473716.0,1374.0,3.0,,8.0,,9.692700516129031,Blockbuster
m/highlander,Q156539,Highlander,Q16864738,Highlander,Q1990805,Highlander,highlander,tt0091203,8009.0,19000000.0,Q4917,,,P2130,12900000.0,Q4917,,,,,Highlander,"When the mystical Russell Nash (Christopher Lambert) kills a man in a sword fight in a New York City parking lot, he leaves a sliver of an ancient weapon lodged in a car in the process. After brilliant forensics specialist Brenda Wyatt (Roxanne Hart) recovers evidence of the mysterious weapon, she and her partner, Lt. Frank Moran (Alan North), embark on an investigation Of Nash that will land them in the middle of a dangerous, centuries-old feud between powerful immortals.","People hate Highlander because it's cheesy, bombastic, and absurd. And people love it for the same reasons.",R,"Action & Adventure, Science Fiction & Fantasy",Russell Mulcahy,"Gregory Widen, Peter Bellwood, Larry Ferguson, David Lee Henry","Christopher Lambert, Sean Connery, Roxanne Hart, Clancy Brown, Beatie Edney, Alan North, Jon Polito, Sheila Gish, Hugh Quarshie, Alistair Findley, Christopher Malcolm, Queen, Peter Diamond, Ian Reddinton, Billy Hartman, James Cosmo, Celia Imrie, Alistair Findlay, Edward Wiley, James McKenna, John Allen Cassady, Ed Wiley, Ian Reddington, Sion Tudor Owen, Damien Leake, Patrick Stewart, Gordon Sterne, Ron Berglas, Louis Guss, Peter Banks, Ted Maynard, Nicola Ramsey, Waldo Roeg, Anthony Mannino, Helena Stevens, Frank Dux, Prince Howell, Anthony Fusco, Ian Tyler, Corrinne Russell, Buckley Norris",1986-03-07,2016-09-06,111.0,20th Century Fox,Fresh,69.0,36.0,Upright,79.0,135370.0,5,25,11,16000000.0,12885193.0,16000000.0,12885193.0,8009.0,0.0,0.0,4.0,4.0,0.6789473684210526,Flop
m/police_academy_3_back_in_training,Q610435,Police Academy 3: Back in Training,Q602985,Police Academy,,,policeacademy3,tt0091777,12118.0,12000000.0,,,,,107600000.0,,,,,,Police Academy 3: Back in Training,"When the governor announces the state can't afford to keep both of its police academies open, Commandant Lassard (George Gaynes) and Commandant Mauser (Art Metrano) are pitted against one another. Lassard asks some of his old cadets, including Sgt. Mahoney (Steve Guttenberg), to train the new recruits, who include high-strung Sweetchuck (Tim Kazurinsky) and loudmouthed Zed (Bobcat Goldthwait). As evaluation day approaches, each side tries to sabotage the other.",,PG,Comedy,Jerry Paris,"Gene Quintano, Jerry Paris, Pat Proft","Steve Guttenberg, Bubba Smith, David Graf, Michael Winslow, Leslie Easterbrook, George Gaynes, Marion Ramsey, Art Metrano, Tim Kazurinsky, Bobcat Goldthwait, Shawn Weatherly, Scott Thomson, Bruce Mahler, Lance Kinsey, Brian Tochi, Debra Scott, Debralee Scott, Ed Nelson, Andrew Paris, Colleen Camp, George R. Robertson, Georgina Spelvin, David Huband, David James Elliott, Arthur Batanides, Jack Greley, Christopher R. Thomas, Rita Tuckett, Brant von Hoffman, Chas Lawther, Lyn Jackson, Mary Ann Coles, Sam Stone, Grant Cowan, Bruce Pirie, Jack Creley, Doug Lennox, Teddy Abner, Marcia Watkins, Pam Hyatt, Fran Gebhard, Les Nirenberg, Susan Denyck, Gloria Summers, Fred Livingstone, Gladys O'Conner, Elias Zarou, Gary Flannagan, Peter Colvey, Gladys O'Connor, Alex Pauljak, Gary Flanagan, Anton Tyukodi, Pierre Berube",1986-03-21,2008-05-01,82.0,Warner Home Video,Rotten,40.0,10.0,Spilled,39.0,56375.0,1,4,6,12000000.0,107600000.0,12000000.0,107600000.0,12118.0,2.0,,6.0,,8.966666666666667,Blockbuster
m/critters,Q1140566,Critters,Q1616116,Critters,Q105094259,Critters,critters,tt0090887,3980.0,3000000.0,Q4917,,,P2130,13167232.0,Q4917,,,,,Critters,"When strange fuzzy creatures from outer space arrive on a farm, the Brown family -- Jay (Billy Green Bush), Helen (Dee Wallace-Stone), their daughter, April (Nadine Van Der Velde), and their son, Brad (Scott Grimes) -- must fend off the malevolent little aliens. Two bounty hunters with superhuman abilities follow the aggressive beasts from beyond, but the warriors aren't terribly effective, leaving the Brown family to battle the fur balls and rescue April from their clutches all by themselves.",,PG-13,"Horror, Science Fiction & Fantasy",Stephen Herek,"Domonic Muir, Stephen Herek, Don Keith Opper, Dononic Muir","Dee Wallace, M. Emmet Walsh, Billy Green Bush, Scott Grimes, Nadine Van der Velde, Terrence Mann, Don Keith Opper, Billy Zane, Ethan Phillips, Jeremy Lawrence, Lin Shaye, Michael Lee Gogin, Art Frankel, Art Frenkel, Doug Koth, Montrose Hagins, Roger Hampton, David Stenstrom, Adele Malis-Morey, Corey Burton",1986-04-11,2011-06-01,84.0,Sony Pictures Home Entertainment,Rotten,52.0,21.0,Spilled,45.0,53158.0,2,11,10,2000000.0,13167232.0,2000000.0,13167232.0,3980.0,0.0,0.0,2.0,2.0,4.389077333333334,Blockbuster
m/karate_kid_part_2,Q1418251,The Karate Kid Part II,Q3987783,The Karate Kid,,,karatekid2,tt0091326,8856.0,13000000.0,,,,,115103979.0,,,,,,The Karate Kid Part II,"After learning that his father is dying, karate master Mr. Miyagi (Noriyuki ""Pat"" Morita) returns home to Okinawa, bringing his protege, Daniel (Ralph Macchio), with him. In Japan, Miyagi is surprised to discover that his old sweetheart, Yukie (Nobu McCarthy), has remained single. Meanwhile, Daniel is attracted to Yukie's niece, Kumiko (Tamlyn Tomita). But romance must be put on hold while Daniel and Miyagi deal with local bullies and long-harbored grudges.","Like countless sequels, The Karate Kid Part II tries upping the stakes without straying too far from formula -- and suffers diminishing returns as a result.",PG,"Action & Adventure, Comedy, Kids & Family",John G. Avildsen,Robert Mark Kamen,"Noriyuki 'Pat' Morita, Ralph Macchio, Nobu McCarthy, Danny Kamekona, Tamlyn Tomita, Joey Miyashima, Marc Hayashi, Yuki Okumuto, Charlie Tanimoto, Martin Kove, Pat E. Johnson, Bruce Malmuth, Eddie Smith, Garth Johnson, Brett Johnson, William Zabka, Chad McQueen, Tony O'Dell, Ron Thomas, Rob Garrison, Will Hunt, Evan Malmuth, Raymond Ma, George O'Hanlon Jr., Tsuruko Ohye, Arsenio ""Sonny"" Trinidad, Robert Fernàndez, Natalie N. Hashimoto, Diana Mar, B.D. Wong, Clarence Gilyard Jr., Michael P. Morgan, Jack Eiseman, Jeffrey Rogers, Aaron Seville, Wes Chong, Traci Toguchi, Yuji Okumoto, Lee Arnone, Sarah Kendall (II)",1986-06-20,2012-04-16,113.0,Columbia Pictures,Rotten,45.0,31.0,Spilled,51.0,121992.0,5,14,17,13000000.0,115103979.0,13000000.0,115103979.0,8856.0,1.0,,5.0,,8.85415223076923,Blockbuster
m/the-great-mouse-detective,Q334132,The Great Mouse Detective,Q56070713,Walt Disney Animation Studios film,,,greatmousedetective,tt0091149,9994.0,13000000.0,Q4917,,,P2130,38625550.0,Q4917,,,,,The Great Mouse Detective,Rodent supersleuth Basil and his bumbling partner must thwart evil Ratigan's plot to depose the Mouse Queen.,"The Great Mouse Detective may not rank with Disney's classics, but it's an amiable, entertaining picture with some stylishly dark visuals.",G,"Action & Adventure, Animation, Kids & Family","Burny Mattinson, Ron Clements, John Musker, Dave Michener","Bruce M. Morris, Melvin Shaw, Matthew O'Callaghan, Dave Michener, John Musker, Pete Young, Vance Gerry, Steve Hulett, Ron Clements, Burny Mattinson","Susan Pollatschek, Candy Candido, Diana Chesney, Eve Brenner, Alan Youg, Barrie Ingham, Susanne Pollatschek, Vincent Price, Alan Young, Val Battin, Val Bettin, Laurie Main, Melissa Manchester, Shani Wallis, Basil Rathbone, Ellen Fitzhugh, Walker Edmiston, Wayne Allwine, Tony Anselmo, Basil The Great Mouse Detective",1986-07-02,2016-05-06,80.0,Walt Disney Productions,Fresh,80.0,25.0,Upright,79.0,58800.0,6,20,5,14000000.0,38625550.0,14000000.0,38625550.0,9994.0,14.0,,44.0,,2.971196153846154,Hit
m/psycho_3,Q1635514,Psycho III,Q3565909,Psycho tetralogy,,,psycho3,tt0091799,12662.0,8400000.0,Q4917,,,P2130,14400000.0,Q4917,,,,,Psycho III,"Former mental patient Norman Bates (Anthony Perkins) is once again operating his infamous motel. Assisted by the shifty Duane Duke (Jeff Fahey), Norman keeps up the semblance of being sane and ordinary, but he still holds on to some macabre habits. Eventually, Norman becomes interested in Maureen Coyle (Diana Scarwid), a troubled tenant who's been staying on a long-term basis and reminds him of someone from his past. As Norman and Maureen begin a relationship, can he keep his demons in check?",,R,"Horror, Mystery & Suspense",Anthony Perkins,"Charles Edward Pogue, Charles E. Pogue","Anthony Perkins, Diana Scarwid, Jeff Fahey, Roberta Maxwell, Hugh Gillin, Lee Garlington, Robert Alan Browne, Gary Bayer, Patience Cleveland, Juliette Cummins, Steve Guevara, Kay Heberle, Donovan Scott, Karen Hensel, Brinke Stevens, Jack Murdock, Katt Shea Ruben, Hugo L. Stanger, Lisa Ives, Angele Ritter, Diane Rodriguez, Virginia Gregg",1986-07-02,2015-05-07,92.0,Universal Pictures,Rotten,58.0,19.0,Spilled,29.0,10602.0,4,11,8,8400000.0,14481606.0,8400000.0,14481606.0,12662.0,1.0,,3.0,,1.7142857142857142,Break-even
m/1000617-aliens,Q104814,Aliens,Q1990792,Alien,Q1990792,Alien,aliens,tt0090605,679.0,18500000.0,Q4917,,,P2130,131060248.0,Q4917,,,,,Aliens,"After floating in space for 57 years, Lt. Ripley's (Sigourney Weaver) shuttle is found by a deep space salvage team. Upon arriving at LV-426, the marines find only one survivor, a nine year old girl named Newt (Carrie Henn). But even these battle-hardened marines with all the latest weaponry are no match for the hundreds of aliens that have invaded the colony.","While Alien was a marvel of slow-building, atmospheric tension, Aliens packs a much more visceral punch, and features a typically strong performance from Sigourney Weaver.",R,"Action & Adventure, Horror, Science Fiction & Fantasy",James Cameron,James Cameron,"Sigourney Weaver, Carrie Henn, Michael Biehn, Paul Reiser, Bill Paxton, William Hope, Jenette Goldstein, Al Matthews, Mark Rolston, Ricco Ross, Colette Hiller, Daniel Kash, Cynthia Scott, Tip Tipping, Trevor Steedman, Paul Maxwell, Valerie Colgan, Alan Polonsky, Lance Henriksen, Alibe Parsons, Blain Fairman, Barbara Coles, Carl Toop, Louise Head, John Lees, Kiran Shah",1986-07-18,2015-11-25,137.0,20th Century Fox,Certified-Fresh,97.0,76.0,Upright,94.0,429674.0,17,74,2,18500000.0,183316455.0,18500000.0,183316455.0,679.0,1.0,1.0,6.0,6.0,7.08433772972973,Blockbuster
m/friday_the_13th_part_6_jason_lives,Q1454799,Friday the 13th Part VI: Jason Lives,Q1138878,Friday the 13th,,,friday13th6,tt0091080,10225.0,3000000.0,Q4917,,,P2130,19400000.0,Q4917,,,,,"Friday the 13th, Part VI - Jason Lives","Years ago, Tommy Jarvis (Thom Mathews) killed infamous hockey-masked murderer Jason Voorhees (C.J. Graham), and the intensity of the experience has landed him in a mental institution. To end his torment and achieve a level of closure, Tommy escapes from the hospital and heads to the graveyard where Jason is buried, intending to dig up the body and cremate it. But, before this total annihilation can occur, a freak electrical accident resurrects Jason from the dead, and the terror begins anew.","Friday the 13th: Part VI - Jason Lives indeed brings back ol' Vorhees, along with a sense of serviceable braindead fun.",R,Horror,Tom McLoughlin,Tom McLoughlin,"Thom Mathews, Jennifer C. Cooke, David Kagen, Rene Jones, Kerry Noonan, Renée Jones, Tom Fridley, C.J. Graham, Darcy DeMoss, Vincent Guastaferro, Tony Goldwyn, Nancy McLoughlin, Ron Palillo, Alan Blumenfeld, Matthew Faison, Nancy McLaughlin, Ann Ryerson, Whitney Rydbeck, Courtney Vickery, Bob Larkin, Michael Nomad, Wallace Merck, Michael Swan, Roger Rose, Cynthia Kania, Tommy Nowell, Justin Nowell, Sheri Levinsky, Temi Epstein, Turas O'Har, Thom Matthews",1986-08-01,2014-06-06,85.0,Paramount,Rotten,50.0,28.0,Spilled,52.0,60024.0,1,14,14,3000000.0,19472057.0,3000000.0,19472057.0,10225.0,5.0,,12.0,,6.466666666666667,Blockbuster
m/1007602-fly,Q468700,The Fly,Q64481575,The Fly,,,fly,tt0091064,9426.0,9000000.0,Q4917,,,P2130,40456565.0,Q4917,,,,,The Fly,"When scientist Seth Brundle (Jeff Goldblum) completes his teleportation device, he decides to test its abilities on himself. Unbeknownst to him, a housefly slips in during the process, leading to a merger of man and insect. Initially, Brundle appears to have undergone a successful teleportation, but the fly's cells begin to take over his body. As he becomes increasingly fly-like, Brundle's girlfriend (Geena Davis) is horrified as the person she once loved deteriorates into a monster.","David Cronenberg combines his trademark affinity for gore and horror with strongly developed characters, making The Fly a surprisingly affecting tragedy.",R,"Drama, Horror, Science Fiction & Fantasy",David Cronenberg,"David Cronenberg, Charles Edward Pogue, Charles E. Pogue","Jeff Goldblum, Geena Davis, John Getz, Joy Boushel, Les Carlson, George Chuvalo, Michael Copeman, David Cronenberg, Carol Lazare, Shawn Hewitt",1986-08-15,2015-11-25,95.0,Fox,Certified-Fresh,92.0,65.0,Upright,83.0,89948.0,12,60,5,15000000.0,60629159.0,15000000.0,60629159.0,9426.0,1.0,,2.0,,4.495173888888889,Blockbuster
