rotten_tomatoes_link,wd_film_qid,wd_film_label,series_qid,series_label,franchise_qid,franchise_label,bom_film_id,imdb_id,tmdb_id,budget_value,budget_currency_qid,budget_currency,budget_asof,budget_source,box_office_value,box_office_currency_qid,box_office_currency,box_office_asof,box_office_region_qid,box_office_region
m/1042295-vanishing,Q616301,The Vanishing,,,,,vanishing,tt0108473,1644.0,,,,,,,,,,,
m/1042416-crush,Q1167290,The Crush,,,,,crushthe,tt0106627,33408.0,,,,,,,,,,,
m/1042466-boiling_point,Q891030,Boiling Point,,,,,boilingpoint,tt0106455,22213.0,9000000.0,Q4917,,,P2130,,,,,,
m/1042491-indian_summer,Q8895514,Indian Summer,,,,,indiansummer,tt0107212,33506.0,,,,,,,,,,,
m/1042538-alive,Q332798,Alive,,,,,alive,tt0106246,7305.0,32000000.0,Q4917,,,P2130,36733909.0,Q4917,,,,
m/1042629-point_of_no_return,Q577469,Point of No Return,,,,,pointofnoreturn,tt0107843,10498.0,,,,,,,,,,,
m/1042728-brothers_keeper,Q990848,Brother's Keeper,,,,,,tt0103888,26755.0,,,,,,,,,,,
m/1043331-born_yesterday,Q2009982,Born Yesterday,,,,,bornyesterday,tt0106466,44968.0,,,,,,,,,,,
m/1043378-stalker,Q200437,Stalker,,,,,,tt0079944,1398.0,,,,,,,,,,,
m/1043923-browning_version,Q1628022,The Browning Version,,,,,,tt0043362,39946.0,,,,,,,,,,,
m/1043958-posse,Q823349,Posse,,,,,posse,tt0107863,36233.0,,,,,,,,,,,
m/1043960-made_in_america,Q950139,Made in America,,,,,madeinamerica,tt0107478,12121.0,,,,,,,,,,,
m/1044214-cliffhanger,Q824389,Cliffhanger,,,,,cliffhanger,tt0106582,9350.0,70000000.0,Q4917,,,P2130,255000211.0,Q4917,,,,
m/1044391-frankenstein,Q1757429,Frankenstein,,,,,,tt0106959,3042.0,,,,,,,,,,,
m/1044522-firm,Q821692,The Firm,,,,,firm,tt0106918,37233.0,,,,,,270200000.0,Q4917,,,,
m/1044836-black_scorpion,Q726778,The Black Scorpion,,,,,,tt0050197,44591.0,,,,,,,,,,,
m/1044925-lodger,Q504961,The Lodger: A Story of the London Fog,,,,,,tt0017075,2760.0,12000.0,Q25224,,,P2130,,,,,,
m/1045171-equinox,Q826513,Equinox,,,,,equinox,tt0104201,115565.0,,,,,,,,,,,
m/1045328-gypsy,Q4506311,Gypsy,,,,,,tt0107065,17912.0,,,,,,,,,,,
m/1045334-wide_sargasso_sea,Q1168478,Wide Sargasso Sea,,,,,widesargassosea,tt0108565,41667.0,,,,,,45306.0,Q259502,,1993-01-01T00:00:00Z,,
m/1045518-secret_garden,Q525421,The Secret Garden,,,,,secretgarden,tt0108071,11236.0,,,,,,,,,,,
m/1045568-strictly_ballroom,Q1346439,Strictly Ballroom,Q741849,The Red Curtain Trilogy,,,strictlyballroom,tt0105488,10409.0,,,,,,21760400.0,Q259502,,1992-01-01T00:00:00Z,,
m/1045706-calendar_girl,Q3402011,Calendar Girl,,,,,calendargirl,tt0106505,117553.0,,,,,,,,,,,
m/1045833-savage_messiah,,,,,,,,,,,,,,,,,,,,
m/1045933-deadfall,Q1180905,Deadfall,,,,,deadfall,tt0106684,33927.0,,,,,,,,,,,
m/1045992-much_ado_about_nothing,Q550205,Much Ado About Nothing,,,,,muchadoaboutnothing,tt0107616,11971.0,,,,,,,,,,,
m/1046035-airborne,Q4242745,Airborne,,,,,airborne,tt0106233,13064.0,,,,,,,,,,,
m/1046038-gettysburg,Q123166,Gettysburg,,,,,gettysburg,tt0107007,10655.0,,,,,,,,,,,
m/1046049-fatal_instinct,Q1139237,Fatal Instinct,,,,,fatalinstinct,tt0106873,26141.0,,,,,,,,,,,
m/1046060-high_noon,Q245208,High Noon,,,,,highnoon,tt0044706,288.0,730000.0,Q4917,,,P2130,,,,,,
m/1046076-home_of_our_own,Q4315208,A Home of Our Own,,,,,homeofourown,tt0107130,78133.0,,,,,,,,,,,
m/1046129-fugitive,Q156309,The Fugitive,,,,,fugitive,tt0106977,5503.0,44000000.0,Q4917,,,P2130,183875760.0,Q4917,,,,
m/1046151-fearless,Q255742,Fearless,,,,,fearless,tt0106881,10443.0,,,,,,,,,,,
m/1046180-trauma,Q774067,Trauma,,,,,,tt0104053,44435.0,,,,,,,,,,,
m/1046227-cool_runnings,Q282748,Cool Runnings,,,,,coolrunnings,tt0106611,864.0,14000000.0,Q4917,,,P2130,154856263.0,Q4917,,,,
m/1046655-skin_game,Q865983,The Skin Game,,,,,,tt0022395,52748.0,,,,,,,,,,,
m/1046723-man_who_loved_women,Q139542,The Man Who Loved Women,,,,,manwholovedwomen,tt0085891,69928.0,,,,,,,,,,,
m/1046724-impact,,,,,,,,,,,,,,,,,,,,
m/1046771-into_the_west,Q3221216,Into the West,,,,,intothewest,tt0104522,33221.0,,,,,,,,,,,
m/1046772-three_musketeers,Q508931,The Three Musketeers,,,,,threemusketeers,tt0108333,10057.0,,,,,,,,,,,
m/1046873-alice_in_wonderland,Q660237,Alice in Wonderland,,,,,,tt0164993,30923.0,,,,,,,,,,,
m/1047550-scared_stiff,Q2917211,Scared Stiff,,,,,,tt0046280,33754.0,,,,,,,,,,,
m/1047928-gunmen,Q4443718,Gunmen,,,,,gunmen,tt0109959,24231.0,,,,,,,,,,,
m/1047940-dangerous_game,Q2337429,Dangerous Game,,,,,dangerousgame,tt0106660,49299.0,,,,,,,,,,,
m/1047985-getaway,Q1519938,The Getaway,,,,,getaway,tt0109890,2087.0,,,,,,,,,,,
m/1048301-angels_in_the_outfield,Q4763098,Angels in the Outfield,,,,,,tt0043286,45588.0,,,,,,,,,,,
m/1048333-heaven_and_earth,Q244876,Heaven & Earth,,,,,heavenandearth,tt0107096,31642.0,,,,,,,,,,,
m/1048445-snow_white_and_the_seven_dwarfs,,,,,,,,,,,,,,,,,,,,
m/1048585-sugar_hill,Q2025414,Sugar Hill,,,,,sugarhill,tt0107079,39349.0,,,,,,,,,,,
m/1048880-thumbelina,Q965266,Thumbelina,,,,,thumbelina,tt0111419,28032.0,28000000.0,Q4917,,,P2130,,,,,,
m/1049512-young_americans,Q1731386,The Young Americans,,,,,youngamericans,tt0108633,24909.0,,,,,,,,,,,
m/1049883-alice,Q1283391,Alice,,,,,,tt0095715,18917.0,,,,,,,,,,,
m/1050388-last_man_on_earth,Q1242772,The Last Man on Earth,,,,,,tt0058700,21159.0,,,,,,,,,,,
m/1050454-1050454-shermans_march,Q3025877,Sherman's March,,,,,,tt0091943,41480.0,,,,,,,,,,,
m/1051219-bad_girls,Q798696,Bad Girls,,,,,badgirls,tt0109198,11853.0,,,,,,,,,,,
m/1052200-dream_lover,Q1383670,Dream Lover,,,,,dreamlover,tt0109665,18190.0,,,,,,,,,,,
m/1052529-black_beauty,Q537256,Black Beauty,,,,,blackbeauty,tt0109279,14522.0,,,,,,,,,,,
m/1052608-circus,Q669929,The Circus,,,,,,tt0018773,28978.0,,,,,,,,,,,
m/1052609-kid,Q374172,The Kid,,,,,,tt0012349,10098.0,250000.0,Q4917,,,P2130,,,,,,
m/1052698-wyatt_earp,Q1355172,Wyatt Earp,,,,,wyattearp,tt0111756,12160.0,,,,,,,,,,,
m/1052818-betty,Q850238,Betty,,,,,,tt0103800,31303.0,,,,,,,,,,,
m/1052838-blown_away,Q614858,Blown Away,,,,,blownaway,tt0109303,178.0,,,,,,,,,,,
m/1053779-mask,Q219421,The Mask,,,,,mask,tt0110475,854.0,,,,,,351600000.0,Q4917,,,,
m/1053942-wolf,Q930540,Wolf,,,,,wolf,tt0111742,10395.0,70000000.0,Q4917,,,P2130,,,,,,
m/1054061-hands_of_orlac,Q684471,The Hands of Orlac,,,,,,tt0015202,2974.0,,,,,,,,,,,
m/1054125-shadow,Q1546938,The Shadow,,,,,shadow,tt0111143,8850.0,40000000.0,Q4917,,,P2130,32063435.0,Q4917,,,,
m/1054344-it_could_happen_to_you,Q222868,It Could Happen to You,,,,,itcouldhappentoyou,tt0110167,10660.0,,,,,,,,,,,
m/1054796-robin_hood,Q2159851,Robin Hood,,,,,,tt0013556,71066.0,1500000.0,Q4917,,,P2130,2500000.0,Q4917,,,,
m/1055255-milk_money,Q2301732,Milk Money,,,,,milkmoney,tt0110516,8986.0,,,,,,,,,,,
m/1055365-barcelona,Q4078526,Barcelona,,,,,barcelona,tt0109219,16771.0,,,,,,,,,,,
m/1055873-browning_version,Q1569614,The Browning Version,,,,,browningversion,tt0109340,49805.0,,,,,,,,,,,
m/1055875-only_you,Q1540554,Only You,,,,,onlyyou,tt0110737,9058.0,,,,,,,,,,,
m/1056079-specialist,Q471423,The Specialist,,,,,specialist,tt0111255,2636.0,,,,,,170362582.0,Q4917,,,,
m/1056130-titanic,Q1197729,Titanic,,,,,,tt0046435,16535.0,,,,,,,,,,,
m/1057370-beloved,Q250954,Beloved,,,,,beloved,tt0120603,39437.0,,,,,,,,,,,
m/1057637-jungle_book,Q1097616,Rudyard Kipling's The Jungle Book,,,,,junglebook94,tt0110213,10714.0,,,,,,,,,,,
m/1058156-life_and_times_of_allen_ginsberg,Q6545060,Life and Times of Allen Ginsberg,,,,,lifeandtimesofallenginsberg,tt0107411,270952.0,,,,,,,,,,,
m/1058426-junior,Q129265,Junior,,,,,junior,tt0110216,6280.0,,,,,,,,,,,
m/1058516-street_fighter,Q1138659,Street Fighter,,,,,streetfighter,tt0111301,11667.0,35000000.0,Q4917,,,P2130,33423521.0,Q4917,,,,
m/1058517-little_women,Q850522,Little Women,,,,,littlewomen,tt0110367,9587.0,,,,,,,,,,,
m/1058923-shallow_grave,Q506032,Shallow Grave,,,,,shallowgrave,tt0111149,9905.0,,,,,,,,,,,
m/1058955-bad_company,Q798662,Bad Company,,,,,badcompany95,tt0112443,40480.0,,,,,,,,,,,
m/1058966-red,,,,,,,,,,,,,,,,,,,,
m/1059003-true_crime,Q4204343,True Crime,,,,,,tt0114736,37144.0,,,,,,,,,,,
m/1059177-lenfer,Q1213581,Hell,,,,,,tt0109731,17961.0,,,,,,,,,,,
m/1059487-nobodys_fool,Q1551887,Nobody's Fool,,,,,nobodysfool,tt0110684,11593.0,,,,,,,,,,,
m/1059489-wild_bunch,Q994481,The Wild Bunch,,,,,wildbunch,tt0065214,576.0,6000000.0,Q4917,,,P2130,,,,,,
m/1059629-quick_and_the_dead,Q756416,The Quick and the Dead,,,,,quickandthedead,tt0114214,12106.0,32000000.0,Q4917,,,P2130,18636537.0,Q4917,,,,
m/1059857-top_dog,Q960176,Top Dog,,,,,topdog,tt0114697,36278.0,,,,,,,,,,,
m/1059858-man_of_the_house,Q158559,Man of the House,,,,,manofthehouse,tt0113755,40490.0,,,,,,,,,,,
m/1059867-born_to_be_wild,Q3040259,Born to Be Wild,,,,,,tt0113533,68927.0,,,,,,,,,,,
m/1060518-hideaway,Q2364503,Hideaway,,,,,hideaway,tt0113303,27303.0,,,,,,,,,,,
m/1061044-babysitter,Q385951,The Babysitter,,,,,,tt0112438,37141.0,,,,,,,,,,,
m/1061171-old_dark_house,Q1168873,The Old Dark House,,,,,,tt0023293,31592.0,250000.0,Q4917,,,P2130,,,,,,
m/1061177-she,Q2800583,She,,,,,she,tt0026983,60566.0,,,,,,,,,,,
m/1061238-school_for_scoundrels,Q1530069,School for Scoundrels,,,,,,tt0054279,36741.0,,,,,,,,,,,
m/1061401-village_of_the_damned,Q1167579,Village of the Damned,,,,,villageofthedamned,tt0114852,12122.0,22000000.0,Q4917,,,P2130,9400000.0,Q4917,,,,
m/1061812-little_princess,Q1216898,A Little Princess,,,,,littleprincess,tt0113670,19101.0,,,,,,,,,,,
m/1062174-mad_love,Q1883105,Mad Love,,,,,madlove95,tt0113729,47608.0,,,,,,,,,,,
m/1062483-bad_boys,Q460379,Bad Boys,Q27959303,Bad Boys,,,badboys,tt0112442,9737.0,19000000.0,Q4917,,,P2130,141407024.0,Q4917,,,,
m/1062983-smoke,Q653447,Smoke,,,,,smoke,tt0114478,10149.0,,,,,,,,,,,
m/1063452-pocahontas,Q218894,Pocahontas,Q56070713,Walt Disney Animation Studios film,,,pocahontas,tt0114148,10530.0,55000000.0,Q4917,,,P2130,346079773.0,Q4917,,,,
m/1064013-contraband,Q5165624,Contraband,,,,,,tt0032356,79684.0,,,,,,,,,,,
m/1064015-raw_deal,Q844732,Raw Deal,,,,,,tt0040723,26167.0,,,,,,,,,,,
m/1065298-cowboy,Q1747719,Cowboy,,,,,,tt0051496,39435.0,,,,,,,,,,,
m/1065598-babe,Q720724,Babe,,,,,babe,tt0112431,9598.0,,,,,,36776544.0,Q259502,,1995-01-01T00:00:00Z,,
m/1065632-prophecy,Q1534001,The Prophecy,Q7758580,The Prophecy,,,prophecy95,tt0114194,11980.0,,,,,,,,,,,
m/1065684-braveheart,Q162729,Braveheart,,,,,braveheart,tt0112573,197.0,65000000.0,Q4917,,,P2130,213200000.0,Q4917,,,,
m/1065837-copycat,Q498990,Copycat,,,,,copycat,tt0112722,1710.0,,,,,,,,,,,
m/1065868-fair_game,Q120484,Fair Game,,,,,fairgame,tt0113010,11859.0,,,,,,,,,,,
m/1066120-scarlet_letter,Q617942,The Scarlet Letter,,,,,scarletletter,tt0114345,10533.0,50000000.0,Q4917,,,P2130,10300000.0,Q4917,,,,
m/1066169-home_for_the_holidays,Q1395242,Home for the Holidays,,,,,homefortheholidays,tt0113321,9089.0,,,,,,,,,,,
m/1066170-kicking_and_screaming,Q3196361,Kicking and Screaming,,,,,,tt0113537,28387.0,,,,,,,,,,,
m/1066229-shadows,Q1535980,Shadows,,,,,,tt0053270,15484.0,40000.0,Q4917,,,P2130,,,,,,
m/1066528-persuasion,Q919025,Persuasion,,,,,persuasion,tt0114117,17015.0,,,,,,,,,,,
m/1066712-to_die_for,Q590701,To Die For,,,,,todiefor,tt0114681,577.0,20000000.0,Q4917,,,P2130,21284514.0,Q4917,,,,
m/1067137-it_takes_two,Q1308622,It Takes Two,,,,,ittakestwo,tt0113442,33689.0,,,,,,,,,,,
m/1067234-boomerang,Q2269586,Boomerang,,,,,,tt0039208,18926.0,1140000.0,Q4917,,,P2130,2250000.0,Q4917,,,,
m/1067987-casino,Q220910,Casino,,,,,casino,tt0112641,524.0,50000000.0,Q4917,,,P2130,42512375.0,Q4917,,,,
m/1068044-jumanji,Q222939,Jumanji,,,Q30684088,Jumanji,jumanji,tt0113497,8844.0,65000000.0,Q4917,,,P2130,262800000.0,Q4917,,,,
m/1068177-richard_iii,Q2501468,Richard III,,,,,richardiii,tt0114279,31174.0,6000000.0,Q25224,,,P2130,2684904.0,Q4917,,,,
m/1068182-heat,,,,,,,,,,,,,,,,,,,,
m/1068204-defender,Q468146,The Bodyguard from Beijing,,,,,,tt0111835,18674.0,,,,,,11193177.0,Q31015,,,,
m/1068307-addiction,Q2521217,The Addiction,,,,,addiction,tt0112288,34996.0,,,,,,,,,,,
m/1068326-sabrina,Q900708,Sabrina,,,,,sabrina,tt0114319,11860.0,,,,,,,,,,,
m/1068461-heavy_metal,Q1471965,Heavy Metal,,,,,heavymetal,tt0082509,11827.0,9300000.0,Q4917,,,P2130,,,,,,
m/1068468-hill,Q617874,The Hill,,,,,,tt0059274,24395.0,2500000.0,Q4917,,,P2130,,,,,,
m/1068470-sudden_death,Q241309,Sudden Death,,,,,suddendeath,tt0114576,9091.0,,,,,,64350171.0,Q4917,,,,
m/1068779-dead_man_walking,Q587891,Dead Man Walking,,,,,deadmanwalking,tt0112818,687.0,,,,,,,,,,,
m/1068781-cry_the_beloved_country,Q3392374,"Cry, the Beloved Country",,,,,crythebelovedcountry,tt0112749,34615.0,,,,,,,,,,,
m/1068783-georgia,Q1509291,Georgia,,,,,georgia,tt0113158,97406.0,,,,,,,,,,,
m/1068960-wuthering_heights,,,,,,,,,,,,,,,,,,,,
m/1069241-broken_arrow,Q392915,Broken Arrow,,,,,brokenarrow,tt0115759,9208.0,,,,,,,,,,,
m/1069339-restoration,Q2093029,Restoration,,,,,restoration,tt0114272,35196.0,,,,,,,,,,,
m/1069419-black_sheep,Q880549,Black Sheep,,,,,blacksheep,tt0115697,13997.0,,,,,,,,,,,
m/1069696-screamers,Q555995,Screamers,,,,,screamers,tt0114367,9102.0,20000000.0,Q4917,,,P2130,5711695.0,Q4917,,,,
m/1069707-othello,,,,,,,,,,,,,,,,,,,,
m/1069981-substitute,Q1778407,The Substitute,Q3522905,The Substitute,,,substitute,tt0117774,20762.0,,,,,,14818176.0,Q4917,,,,
m/1069985-diabolique,Q617117,Diabolique,,,,,diabolique,tt0116095,10988.0,,,,,,,,,,,
m/1070061-before_and_after,Q1178292,Before and After,,,,,beforeandafter,tt0115645,43566.0,,,,,,,,,,,
m/1070233-old_man_and_the_sea,Q1198269,The Old Man and the Sea,,,,,,tt0052027,11331.0,5000000.0,Q4917,,,P2130,,,,,,
m/1070236-convent,Q2421084,The Convent,,,,,,tt0112716,124614.0,,,,,,,,,,,
m/1070489-august,Q3313837,August,,,,,august,tt0115591,161070.0,,,,,,,,,,,
m/1070604-carried_away,Q3765954,Carried Away,,,,,carriedaway,tt0115837,36447.0,,,,,,,,,,,
m/1070608-quest,Q1469524,The Quest,,,,,quest,tt0117420,9103.0,,,,,,,,,,,
m/1070621-flipper,Q1428947,Flipper,,,,,flipper,tt0116322,36355.0,,,,,,,,,,,
m/1070992-primal_fear,Q822057,Primal Fear,,,,,primalfear,tt0117381,1592.0,30000000.0,Q4917,,,P2130,56116183.0,Q4917,,,,
m/1071167-twister,Q683663,Twister,,,,,twister,tt0117998,664.0,92000000.0,Q4917,,,P2130,494580615.0,Q4917,,,,
m/1071258-fear,Q1070275,Fear,,,,,fear,tt0116287,10543.0,,,,,,20831000.0,Q4917,,,,
m/1071267-arrival,Q540318,The Arrival,,,,,arrival,tt0115571,10547.0,25000000.0,Q4917,,,P2130,,,,,,
m/1071404-jane_eyre,Q1682593,Jane Eyre,,,,,janeeyre,tt0116684,47333.0,,,,,,,,,,,
m/1071413-last_dance,Q1806702,Last Dance,,,,,lastdance96,tt0116827,46063.0,,,,,,,,,,,
m/1071414-moll_flanders,Q1943569,Moll Flanders,,,,,mollflanders,tt0117071,18989.0,,,,,,,,,,,
m/1071464-last_supper,Q127045,The Last Supper,,,,,lastsupper,tt0113613,12520.0,,,,,,,,,,,
m/1071769-cold_comfort_farm,Q3208799,Cold Comfort Farm,,,,,coldcomfortfarm,tt0112701,32513.0,,,,,,,,,,,
m/1071806-independence_day,Q105387,Independence Day,,,,,independenceday,tt0116629,602.0,75000000.0,Q4917,,,P2130,817400891.0,Q4917,,,,
m/1072011-rock,Q216720,The Rock,,,,,rock,tt0117500,9802.0,75000000.0,Q4917,,,P2130,335062621.0,Q4917,,,,
m/1072083-phantom,Q1170071,The Phantom,,,,,phantom,tt0117331,9826.0,,,,,,,,,,,
m/1072107-matilda,Q280400,Matilda,,,,,matilda,tt0117008,10830.0,36000000.0,Q4917,,,P2130,33459416.0,Q4917,,,,
m/1072156-island_of_dr_moreau,Q1091580,The Island of Dr. Moreau,,,,,islandofdrmoreau,tt0116654,9306.0,,,,,,,,,,,
m/1072326-struggle,Q7767084,The Struggle,,,,,,tt0022440,131455.0,,,,,,,,,,,
m/1072381-time_to_kill,Q498867,A Time to Kill,,,,,timetokill,tt0117913,1645.0,40000000.0,Q4917,,,P2130,108766007.0,Q4917,,,,
m/1072385-kingpin,Q625424,Kingpin,,,,,kingpin,tt0116778,11543.0,,,,,,,,,,,
m/1072457-chain_reaction,Q499692,Chain Reaction,,,,,chainreaction,tt0115857,12123.0,50000000.0,Q4917,,,P2130,60200000.0,Q4917,,,,
m/1072683-infinity,Q1993812,Infinity,,,,,infinity,tt0116635,2033.0,,,,,,,,,,,
m/1072689-dentist,Q601947,The Dentist,,,,,,tt0116075,9568.0,,,,,,,,,,,
m/1072833-alaska,Q1479235,Alaska,,,,,alaska,tt0115493,36344.0,,,,,,,,,,,
m/1072875-jack,Q1471358,Jack,,,,,jack,tt0116669,7095.0,,,,,,,,,,,
m/1072957-freeway,Q568858,Freeway,,,,,freeway,tt0116361,11229.0,,,,,,,,,,,
m/1072971-girls_town,Q5564667,Girls Town,,,,,,tt0116418,110513.0,,,,,,,,,,,
m/1072972-fan,Q390299,The Fan,,,,,fan,tt0116277,9566.0,,,,,,,,,,,
m/1072990-harriet_the_spy,Q934004,Harriet the Spy,,,,,harrietthespy,tt0116493,38223.0,,,,,,,,,,,
m/1073023-house_arrest,Q1460493,House Arrest,,,,,housearrest,tt0116571,18862.0,,,,,,,,,,,
m/1073037-hunchback_of_notre_dame,Q213787,The Hunchback of Notre Dame,Q56070713,Walt Disney Animation Studios film,,,hunchbackofnotredame,tt0116583,10545.0,70000000.0,Q4917,,,P2130,325338851.0,Q4917,,,,
m/1073161-bulletproof,Q1004433,Bulletproof,,,,,bulletproof,tt0115783,10723.0,,,,,,,,,,,
m/1073285-foxfire,Q1440232,Foxfire,,,,,foxfire,tt0116353,18555.0,,,,,,,,,,,
m/1073315-associate,Q1974702,The Associate,,,,,associate,tt0115580,11112.0,,,,,,12844057.0,Q4917,,,,
m/1073316-emma,Q1338008,Emma,,,,,emma,tt0116191,3573.0,,,,,,,,,,,
m/1073317-visitors,Q838013,Les Visiteurs,,,,,lesvisiteurs,tt0108500,11687.0,9500000.0,Q4917,,,P2130,98800000.0,Q4917,,,,
m/1073427-selena,Q751130,Selena,,,,,selena,tt0120094,16052.0,,,,,,,,,,,
m/1074022-lone_star,Q930332,Lone Star,,,,,lonestar,tt0116905,26748.0,5000000.0,Q4917,,,P2130,,,,,,
m/1074108-101_dalmatians,Q8594,101 Dalmatians,,,,,101dalmatiansliveaction,tt0115433,11674.0,54000000.0,Q4917,,,P2130,5534045.99,Q4916,,,,
m/1074298-ransom,Q752362,Ransom,,,,,ransom,tt0117438,3595.0,,,,,,309492681.0,Q4917,,,,
m/1074316-scream,Q27411,Scream,Q388659,Scream,,,scream,tt0117571,4232.0,,,,,,,,,,,
m/1074374-one_fine_day,Q743487,One Fine Day,,,,,onefineday,tt0117247,7300.0,,,,,,,,,,,
m/1074465-michael,Q1752194,Michael,,,,,michael,tt0117038,2928.0,,,,,,,,,,,
m/1074467-in_love_and_war,Q912451,In Love and War,,,,,inloveandwar,tt0116621,26949.0,,,,,,,,,,,
m/1074496-turbulence,Q727775,Turbulence,,,,,turbulence,tt0120390,34314.0,55000000.0,Q4917,,,P2130,11538235.0,Q4917,,,,
m/1074505-touch,Q693390,Touch,,,,,touch,tt0120357,61563.0,,,,,,,,,,,
m/1074675-1074675-metro,Q1858277,Metro,,,,,metro,tt0119664,8860.0,,,,,,,,,,,
m/1074978-crucible,Q596984,The Crucible,,,,,crucible,tt0115988,20539.0,,,,,,,,,,,
m/1075251-that_darn_cat,Q662668,That Darn Cat,,,,,thatdarncat,tt0120317,20735.0,,,,,,,,,,,
m/1075422-hamlet,Q898721,Hamlet,,,,,hamlet96,tt0116477,10549.0,,,,,,,,,,,
m/1075777-private_parts,Q781344,Private Parts,,,,,privateparts,tt0119951,9403.0,,,,,,,,,,,
m/1075959-mother,Q3325145,Mother,,,,,mother,tt0117091,27265.0,,,,,,,,,,,
m/1075984-iron_monkey,Q2138296,Iron Monkey,,,,,,tt0108148,12780.0,,,,,,,,,,,
m/1076097-mchales_navy,Q603318,McHale's Navy,,,,,mchalesnavy,tt0119640,14908.0,,,,,,,,,,,
m/1076267-volcano,Q1059532,Volcano,,,,,volcano,tt0120461,10357.0,,,,,,,,,,,
m/1076620-anna_karenina,,,,,,,,,,,,,,,,,,,,
m/1076721-get_carter,Q511591,Get Carter,,,,,,tt0067128,1485.0,,,,,,,,,,,
m/1076723-traveller,Q3978565,Traveller,,,,,,tt0120366,31465.0,,,,,,,,,,,
m/1077027-batman_and_robin,Q276523,Batman & Robin,Q18914861,Batman film series 1989-97,,,batmanrobin,tt0118688,415.0,125000000.0,Q4917,,,P2130,107353792.0,Q4917,,,,
m/1077062-van,Q1419676,The Van,,,,,van,tt0118064,11844.0,,,,,,,,,,,
m/1077077-breakdown,Q465789,Breakdown,,,,,breakdown,tt0118771,2163.0,36000000.0,Q4917,,,P2130,50159144.0,Q4917,,,,
m/1077332-pippi_longstocking,Q2971575,Pippi Longstocking,,,,,pippilongstocking,tt0119899,12630.0,10000000.0,Q4917,,,P2130,,,,,,
m/1077497-joyride,Q941200,Joyride,,,,,,tt0119426,48319.0,,,,,,,,,,,
m/1077599-out_to_sea,Q2030840,Out to Sea,,,,,outtosea,tt0119848,18080.0,,,,,,,,,,,
m/1077642-nothing_to_lose,Q1065201,Nothing to Lose,,,,,nothingtolose,tt0119807,11676.0,,,,,,,,,,,
m/1077660-jack_frost,Q584506,Jack Frost,,,,,,tt0116671,27318.0,,,,,,,,,,,
m/1077847-george_of_the_jungle,Q225260,George of the Jungle,,,,,georgeofthejungle,tt0119190,10603.0,,,,,,,,,,,
m/1078021-contact,Q270215,Contact,,,,,contact,tt0118884,686.0,90000000.0,Q4917,,,P2130,171120329.0,Q4917,,,,
m/1078022-buddy,Q4984790,Buddy,,,,,buddy,tt0118787,15170.0,,,,,,,,,,,
m/1078030-hoodlum,Q959531,Hoodlum,,,,,hoodlum,tt0119311,22073.0,,,,,,,,,,,
m/1078035-steel,Q1790253,Steel,,,,,steel,tt0120207,8854.0,16000000.0,Q4917,,,P2130,870068.0,Q4917,,,,
m/1078038-fire_down_below,Q1418758,Fire Down Below,,,,,firedownbelow,tt0119123,14289.0,,,,,,,,,,,
m/1078165-bliss,Q23016667,Bliss,,,,,,tt0118742,63945.0,,,,,,,,,,,
m/1078216-picture_perfect,Q1198659,Picture Perfect,,,,,pictureperfect,tt0119896,9413.0,,,,,,,,,,,
m/1078942-shall_we_dance,Q1199128,Shall We Dance?,,,,,shallwedance97,tt0117615,11239.0,,,,,,,,,,,
m/1078955-game,,,,,,,,,,,,,,,,,,,,
m/1079025-most_wanted,Q467571,Most Wanted,,,,,mostwanted,tt0119709,34309.0,,,,,,,,,,,
m/1079399-keeper,,,,,,,,,,,,,,,,,,,,
m/1079452-assignment,Q1560704,The Assignment,,,,,assignment,tt0118647,18355.0,,,,,,,,,,,
m/1079516-peacemaker,Q1141706,The Peacemaker,,,,,peacemaker,tt0119874,6623.0,,,,,,,,,,,
m/1079708-no_way_out,Q2265844,No Way Out,,,,,,tt0042792,28433.0,,,,,,,,,,,
m/1079716-seven_years_in_tibet,Q844883,Seven Years in Tibet,,,,,sevenyearsintibet,tt0120102,978.0,70000000.0,Q4917,,,P2130,131500000.0,Q4917,,,,
m/1079718-one_night_stand,Q1616030,One Night Stand,,,,,onenightstand,tt0119832,12616.0,,,,,,,,,,,
m/1079818-anastasia,Q486609,Anastasia,,,Q118176112,Anastasia,anastasia,tt0118617,9444.0,53000000.0,Q4917,,,P2130,139800000.0,Q4917,,,,
m/1079908-12_angry_men,Q386042,12 Angry Men,,,,,,tt0118528,12219.0,,,,,,,,,,,
m/1080177-firestorm,Q484857,Firestorm,,,,,firestorm,tt0120670,41417.0,,,,,,,,,,,
m/1080205-killers,Q205321,The Killers,,,,,,tt0038669,14638.0,,,,,,,,,,,
m/1080265-requiem_for_a_heavyweight,Q3427593,Requiem for a Heavyweight,,,,,,tt0056406,53229.0,1100000.0,Q4917,,,P2130,1300000.0,Q4917,,,,
m/1080867-rainmaker,Q785351,The Rainmaker,,,,,rainmaker,tt0119978,11975.0,,,,,,,,,,,
m/1080990-fallen,Q162225,Fallen,,,,,fallen,tt0119099,9411.0,46000000.0,Q4917,,,P2130,25200000.0,Q4917,,,,
m/1081000-fall,Q1394424,Fall,,,,,,tt0119098,37567.0,,,,,,,,,,,
m/1081200-great_expectations,Q657259,Great Expectations,,,,,greatexpectations,tt0119223,9410.0,,,,,,,,,,,
