rotten_tomatoes_link,wd_film_qid,wd_film_label,series_qid,series_label,franchise_qid,franchise_label,bom_film_id,imdb_id,tmdb_id,budget_value,budget_currency_qid,budget_currency,budget_asof,budget_source,box_office_value,box_office_currency_qid,box_office_currency,box_office_asof,box_office_region_qid,box_office_region
m/stage_beauty,Q256037,Stage Beauty,,,,,stagebeauty,tt0368658,26108.0,,,,,,,,,,,
m/stage_door,Q1020603,Stage Door,,,,,stagedoor,tt0029604,43864.0,,,,,,,,,,,
m/stage_fright_2014,Q3496354,Stage Fright,,,,,stagefright,tt2190838,156597.0,,,,,,,,,,,
m/stake_land,Q2055033,Stake Land,,,,,stakeland,tt1464580,52015.0,,,,,,,,,,,
m/stalag_17,Q1356753,Stalag 17,,,,,,tt0046359,632.0,1661530.0,Q4917,,,P2130,,,,,,
m/stalingrad_2014,Q552725,Stalingrad,,,,,stalingrad2014,tt1966566,203793.0,,,,,,,,,,,
m/stalking_moon,Q2758093,The Stalking Moon,,,,,,tt0065032,42685.0,,,,,,,,,,,
m/stan_helsing_a_parody,Q1917007,Stan Helsing,,,,,,tt1185266,23988.0,14000000.0,Q4917,,,P2130,11014125.0,Q4917,,,,
m/stand_and_deliver,Q211206,Stand and Deliver,,,,,standanddeliver,tt0094027,29154.0,,,,,,,,,,,
m/stand_by_me_1986,Q494722,Stand by Me,,,,,standbyme,tt0092005,235.0,,,,,,,,,,,
m/stand_clear_of_the_closing_doors,Q17183596,Stand Clear of the Closing Doors,,,,,standclear,tt2405372,173917.0,,,,,,,,,,,
m/stand_up_guys,Q891678,Stand Up Guys,,,,,standupguys,tt1389096,121824.0,,,,,,,,,,,
m/standard_operating_procedure,Q846000,Standard Operating Procedure,,,,,standardoperatingprocedure,tt0896866,8847.0,,,,,,,,,,,
m/standing_in_the_shadows_of_motown,Q977471,Standing in the Shadows of Motown,,,,,standingintheshadowsofmotown,tt0314725,30192.0,,,,,,,,,,,
m/standing_ovation_2010,Q7598511,Standing Ovation,,,,,standingovation,tt1303803,55567.0,,,,,,,,,,,
m/standing_up_falling_down,Q83973477,"Standing Up, Falling Down",,,,,,tt6173484,597231.0,,,,,,,,,,,
m/standoff_2016,Q20949809,Standoff,,,,,,tt3703908,344041.0,,,,,,,,,,,
m/stanley_and_iris,Q1547262,Stanley & Iris,,,,,stanleyandiris,tt0100680,36094.0,,,,,,,,,,,
m/stanley_kubrick_a_life_in_pictures,Q765677,Stanley Kubrick: A Life in Pictures,,,,,,tt0278736,30416.0,,,,,,,,,,,
m/star_80,Q1936323,Star 80,,,,,star80,tt0086355,30707.0,,,,,,,,,,,
m/star_chamber,Q429408,The Star Chamber,,,,,starchamber,tt0086356,12633.0,,,,,,,,,,,
m/star_kid,Q7600766,Star Kid,,,,,starkid,tt0120478,54007.0,,,,,,,,,,,
m/star_maps,Q7600796,Star Maps,,,,,,tt0120197,108401.0,,,,,,,,,,,
m/star_trek_11,Q213081,Star Trek,Q1102217,Star Trek,Q1092,Star Trek,startrek11,tt0796366,13475.0,150000000.0,Q4917,,,P2130,257730019.0,Q4917,,,,
m/star_trek_beyond,Q15929448,Star Trek Beyond,Q1102217,Star Trek,Q1092,Star Trek,startrek2016,tt2660888,188927.0,185000000.0,Q4917,,,P2130,343471816.0,Q4917,,,,
m/star_trek_first_contact,Q221236,Star Trek: First Contact,Q1102217,Star Trek,Q1092,Star Trek,startrek8,tt0117731,199.0,45000000.0,Q4917,,,P2130,92027888.0,Q4917,,,,
m/star_trek_generations,Q723679,Star Trek Generations,Q1102217,Star Trek,Q1092,Star Trek,startrek7,tt0111280,193.0,35000000.0,Q4917,,,P2130,118071125.0,Q4917,,,,
m/star_trek_ii_the_wrath_of_khan,Q465478,Star Trek II: The Wrath of Khan,Q1102217,Star Trek,Q1092,Star Trek,startrek2,tt0084726,154.0,12000000.0,Q4917,,,P2130,97000000.0,Q4917,,,,
m/star_trek_iii_the_search_for_spock,Q221305,Star Trek III: The Search for Spock,Q1102217,Star Trek,Q1092,Star Trek,startrek3,tt0088170,157.0,16000000.0,Q4917,,,P2130,87000000.0,Q4917,,,,
m/star_trek_insurrection,Q673198,Star Trek: Insurrection,Q1102217,Star Trek,Q1092,Star Trek,startrek9,tt0120844,200.0,58000000.0,Q4917,,,P2130,70187658.0,Q4917,,,,
m/star_trek_into_darkness,Q171711,Star Trek Into Darkness,Q1102217,Star Trek,Q1092,Star Trek,startrek12,tt1408101,54138.0,190000000.0,Q4917,,,P2130,467381584.0,Q4917,,,,
m/star_trek_iv_the_voyage_home,Q471842,Star Trek IV: The Voyage Home,Q1102217,Star Trek,Q1092,Star Trek,startrek4,tt0092007,168.0,25000000.0,Q4917,,,P2130,133000000.0,Q4917,,,,
m/star_trek_nemesis,Q388319,Star Trek: Nemesis,Q1102217,Star Trek,Q1092,Star Trek,startrek10,tt0253754,201.0,60000000.0,Q4917,,,P2130,67336470.0,Q4917,,,,
m/star_trek_the_motion_picture,Q107940,Star Trek: The Motion Picture,Q1102217,Star Trek,Q1092,Star Trek,startrek,tt0079945,152.0,44000000.0,Q4917,,,P2130,144000000.0,Q4917,,,,
m/star_trek_v_the_final_frontier,Q241218,Star Trek V: The Final Frontier,Q1102217,Star Trek,Q1092,Star Trek,startrek5,tt0098382,172.0,33000000.0,Q4917,,,P2130,63000000.0,Q4917,,,,
m/star_trek_vi_the_undiscovered_country,Q579757,Star Trek VI: The Undiscovered Country,Q1102217,Star Trek,Q1092,Star Trek,startrek6,tt0102975,174.0,30000000.0,Q4917,,,P2130,96800000.0,Q4917,,,,
m/star_wars,,,,,,,,,,,,,,,,,,,,
m/star_wars_episode_i_the_phantom_menace,Q165713,Star Wars: Episode I – The Phantom Menace,Q25540924,Star Wars prequel trilogy,Q462,Q462,starwars,tt0120915,1893.0,115000000.0,Q4917,,,P2130,474544677.0,Q4917,,,,
m/star_wars_episode_ii_attack_of_the_clones,Q181069,Star Wars: Episode II – Attack of the Clones,Q25540924,Star Wars prequel trilogy,Q462,Q462,starwars2,tt0121765,1894.0,115000000.0,Q4917,,,P2130,649436358.0,Q4917,,,,
m/star_wars_episode_iii_revenge_of_the_sith,Q42051,Star Wars: Episode III – Revenge of the Sith,Q25540924,Star Wars prequel trilogy,Q462,Q462,starwars3,tt0121766,1895.0,113000000.0,Q4917,,,P2130,905595947.0,Q4917,,2025-06-17T00:00:00Z,,
m/star_wars_episode_vi_return_of_the_jedi,Q181803,Star Wars: Episode VI – Return of the Jedi,Q25540859,Star Wars original trilogy,Q462,Q462,starwars6,tt0086190,1892.0,32500000.0,Q4917,,,P2130,475100000.0,Q4917,,,,
m/star_wars_episode_vii_the_force_awakens,Q6074,Star Wars: Episode VII – The Force Awakens,Q22092344,Star Wars,Q462,Q462,starwars7,tt2488496,140607.0,245000000.0,Q4917,,,P2130,936662225.0,Q4917,,,,
m/star_wars_the_last_jedi,Q18486021,Star Wars: Episode VIII – The Last Jedi,Q22092344,Star Wars,Q462,Q462,starwars8,tt2527336,181808.0,200000000.0,Q4917,,,P2130,64974039.0,Q4917,,,,
m/star_wars_the_rise_of_skywalker,Q20977110,Star Wars: Episode IX – The Rise of Skywalker,Q22092344,Star Wars,Q462,Q462,starwarsepisodeix,tt2527338,181812.0,275000000.0,Q4917,,,P2130,515202542.0,Q4917,,2020-03-19T00:00:00Z,,
m/starbuck,Q902631,Starbuck,,,,,starbuck,tt1756750,79108.0,,,,,,,,,,,
m/starcrash,Q1568626,Starcrash,,,,,,tt0079946,22049.0,,,,,,,,,,,
m/stardog_and_turbocat,Q93121630,StarDog and TurboCat,,,,,,tt7531096,515789.0,,,,,,,,,,,
m/stardust,Q244398,Stardust,,,,,stardust,tt0486655,2270.0,,,,,,,,,,,
m/stardust_memories,Q653518,Stardust Memories,,,,,stardustmemories,tt0081554,11337.0,10000000.0,Q4917,,,P2130,10389003.0,Q4917,,,,
m/starfish_2019,,,,,,,,,,,,,,,,,,,,
m/stargate,Q105801,Stargate,,,Q11927,Stargate,stargate,tt0111282,2164.0,55000000.0,Q4917,,,P2130,196567262.0,Q4917,,,,
m/stark_raving_mad,Q2035539,Stark Raving Mad,,,,,,tt0286152,14809.0,,,,,,,,,,,
m/starlet_2012,Q7602057,Starlet,,,,,,tt2035630,91679.0,,,,,,,,,,,
m/starman,Q1341009,Starman,,,,,starman,tt0088172,9663.0,,,,,,,,,,,
m/starred_up,Q14954169,Starred Up,,,,,starredup,tt2567712,209276.0,,,,,,,,,,,
m/starry_eyes,Q17083155,Starry Eyes,,,,,,tt2793490,254194.0,,,,,,,,,,,
m/stars_and_strife,,,,,,,,,,,,,,,,,,,,
m/stars_fell_on_henrietta,Q340037,The Stars Fell on Henrietta,,,,,starsfellonhenrietta,tt0114534,139408.0,,,,,,,,,,,
m/starship_troopers,Q478626,Starship Troopers,,,Q55641883,Starship Troopers,starshiptroopers,tt0120201,563.0,105000000.0,Q4917,,,P2130,54814377.0,Q4917,,,,
m/starship_troopers_2_hero_of_the_federation,Q1853270,Starship Troopers 2: Hero of the Federation,,,Q55641883,Starship Troopers,,tt0367093,10304.0,,,,,,,,,,,
m/starship_troopers_3_marauder,Q1747317,Starship Troopers 3: Marauder,,,Q55641883,Starship Troopers,,tt0844760,11127.0,,,,,,,,,,,
m/starsky_and_hutch,Q847646,Starsky & Hutch,,,,,starskyandhutch,tt0335438,9384.0,,,,,,,,,,,
m/start_the_revolution_without_me,Q2405658,Start the Revolution Without Me,,,,,,tt0066402,19753.0,,,,,,,,,,,
m/starter_for_ten,Q926238,Starter for 10,,,,,starterforten,tt0477095,14055.0,,,,,,,,,,,
m/starting_out_in_the_evening,Q4315183,Starting Out in the Evening,,,,,,tt0758784,13076.0,,,,,,,,,,,
m/starting_over,Q759462,Starting Over,,,,,startingover,tt0079948,54663.0,,,,,,,,,,,
m/startupcom,Q540473,Startup.com,,,,,startup.com,tt0256408,14268.0,,,,,,,,,,,
m/state_and_main,Q960668,State and Main,,,,,stateandmain,tt0120202,21991.0,,,,,,,,,,,
m/state_like_sleep,Q27703212,State Like Sleep,,,,,statelikesleep,tt3628574,340268.0,,,,,,,,,,,
m/state_of_the_union,Q1198352,State of the Union,,,,,stateoftheunion,tt0040834,33792.0,,,,,,,,,,,
m/state_property,Q7603474,State Property,,,,,stateproperty,tt0301893,25006.0,,,,,,,,,,,
m/state_property_two,Q7603477,State Property 2,,,,,stateproperty2,tt0403537,13409.0,,,,,,,,,,,
m/statement,Q1272835,The Statement,,,,,statement,tt0340376,41488.0,,,,,,,,,,,
m/stateside,Q287188,Stateside,,,,,stateside,tt0339727,43670.0,,,,,,,,,,,
m/station_agent,Q1653448,The Station Agent,,,,,stationagent,tt0340377,2056.0,500000.0,Q4917,,,P2130,,,,,,
m/stations_of_the_cross,Q17121784,Stations of the Cross,,,,,stationsofthecross,tt3465916,254721.0,,,,,,,,,,,
m/stations_of_the_elevated,Q18154575,Stations of the Elevated,,,,,,tt0262792,169648.0,,,,,,,,,,,
m/status_update,Q25350235,Status Update,,,,,,tt5692390,416494.0,,,,,,,,,,,
m/stay,Q936808,Stay,,,,,stay,tt0371257,8066.0,,,,,,,,,,,
m/stay_2013,Q14949730,Stay,,,,,,tt2234032,212756.0,,,,,,,,,,,
m/stay_cool,Q2297848,Stay Cool,,,,,,tt1235807,11388.0,,,,,,,,,,,
m/stay_human,Q132853490,Q132853490,,,,,,tt9536754,591105.0,,,,,,,,,,,
m/stay_hungry,Q573770,Stay Hungry,,,,,stayhungry,tt0075268,5228.0,,,,,,,,,,,
m/stay_tuned,Q1548431,Stay Tuned,,,,,staytuned,tt0105466,23939.0,15000000.0,Q4917,,,P2130,12000000.0,Q4917,,,,
m/staying_alive,Q155458,Staying Alive,,,,,stayingalive,tt0086361,10805.0,,,,,,,,,,,
m/steal_a_pencil_for_me,Q58794515,Steal a Pencil for Me,,,,,stealapencilforme,tt1045889,80523.0,,,,,,,,,,,
m/steal_this_movie,Q5227152,Steal This Movie!,,,,,stealthismovie,tt0161216,18153.0,,,,,,,,,,,
m/stealing_beauty,Q749191,Stealing Beauty,,,,,stealingbeauty,tt0117737,14553.0,,,,,,,,,,,
m/stealing_harvard,Q183512,Stealing Harvard,,,,,stealingharvard,tt0265808,12770.0,,,,,,,,,,,
m/stealing_home,Q1736594,Stealing Home,,,,,stealinghome,tt0096171,32331.0,,,,,,,,,,,
m/steam,Q3972202,Steam,,,,,,tt0892100,196235.0,,,,,,,,,,,
m/steamboat_bill_jr,Q1365572,Steamboat Bill Jr.,,,,,,tt0019421,25768.0,,,,,,,,,,,
m/steamboy,Q1315185,Steamboy,,,,,steamboy,tt0348121,8953.0,,,,,,,,,,,
m/steel_city,Q74190877,Steel City,,,,,steelcity,tt0439833,25216.0,,,,,,,,,,,
m/steel_helmet,Q562586,The Steel Helmet,,,,,,tt0044072,46872.0,104000.0,Q4917,,,P2130,,,,,,
m/steel_magnolias,Q762140,Steel Magnolias,,,,,steelmagnolias,tt0098384,10860.0,,,,,,,,,,,
m/steelyard_blues,Q7605852,Steelyard Blues,,,,,steelyardblues,tt0070731,74057.0,,,,,,,,,,,
m/steep,Q7605897,Steep,,,,,,tt1003118,23524.0,,,,,,,,,,,
m/stella_days,Q17639504,Stella Days,,,,,,tt1773058,96384.0,,,,,,,,,,,
m/stella_street,Q7607138,Stella Street,,,,,,tt0360025,202587.0,,,,,,,,,,,
m/stellas_last_weekend,Q56886872,Stella's Last Weekend,,,,,,tt6923740,489327.0,,,,,,,,,,,
m/stendhal_syndrome,Q2299040,The Stendhal Syndrome,,,,,,tt0117658,39434.0,,,,,,,,,,,
m/step_into_liquid,Q841500,Step into Liquid,,,,,stepintoliquid,tt0308508,15292.0,,,,,,,,,,,
m/step_sisters,Q28123338,Step Sisters,,,,,stepsisters,tt5267472,431072.0,,,,,,,,,,,
m/step_up,Q180125,Step Up,,,,,stepup,tt0462590,9762.0,,,,,,,,,,,
m/step_up_2_the_streets,Q81487,Step Up 2: The Streets,,,,,stepup2,tt1023481,8328.0,,,,,,,,,,,
m/step_up_3,Q81037,Step Up 3D,,,,,stepup3d,tt1193631,41233.0,,,,,,,,,,,
m/step_up_all_in,Q15715663,Step Up: All In,,,,,stepup5,tt2626350,243683.0,,,,,,,,,,,
m/step_up_revolution,Q81044,Step Up Revolution,,,,,stepup4,tt1800741,85446.0,,,,,,,,,,,
m/stepfather,Q953162,The Stepfather,,,,,stepfather,tt0094035,25155.0,,,,,,2500000.0,Q4917,,,,
m/stepfather_ii,Q1115572,Stepfather II,,,,,stepfather2,tt0098385,30666.0,,,,,,,,,,,
m/stepford_wives,Q1212768,The Stepford Wives,,,,,stepfordwives,tt0327162,9890.0,90000000.0,Q4917,,,P2130,102000000.0,Q4917,,,,
m/stephen-kings-it1990,Q1131225,It,,,,,,tt0099864,1329041.0,,,,,,,,,,,
m/stephen_kings_a_good_marriage,Q18150326,A Good Marriage,,,,,,tt2180994,288281.0,,,,,,,,,,,
m/stephen_kings_graveyard_shift,Q944115,Graveyard Shift,,,,,graveyardshift,tt0099697,19158.0,,,,,,,,,,,
m/stephen_kings_silver_bullet,Q1198033,Silver Bullet,,,,,silverbullet,tt0090021,17898.0,,,,,,,,,,,
m/stephen_kings_the_langoliers,Q625770,The Langoliers,,,,,,tt0112040,1441818.0,,,,,,,,,,,
m/stephen_tobolowskys_birthday_party,Q3498669,Stephen Tobolowsky's Birthday Party,,,,,,tt0437489,121555.0,,,,,,,,,,,
m/stepmom,Q267018,Stepmom,,,,,stepmom,tt0120686,9441.0,,,,,,,,,,,
m/sterile_cuckoo,Q2315929,The Sterile Cuckoo,,,,,,tt0065037,54494.0,,,,,,,,,,,
m/steve_and_sky,,,,,,,,,,,,,,,,,,,,
m/steve_jobs_2015,Q18754959,Steve Jobs,,,,,jobs2015,tt2080374,321697.0,30000000.0,Q4917,,,P2130,34441873.0,Q4917,,,,
m/steve_jobs_man_in_the_machine,Q20966593,Steve Jobs: The Man in the Machine,,,,,stevejobsmaninthemachine,tt4425064,324308.0,,,,,,,,,,,
m/steve_jobs_the_lost_interview,Q19850847,Steve Jobs: The Lost Interview,,,,,stevejobs,tt2104994,89638.0,,,,,,,,,,,
m/steve_martin_and_martin_short_an_evening_you_will_forget_for_the_rest_of_your_life,Q65102088,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,,,,,,tt8075256,525814.0,,,,,,,,,,,
m/steve_mcqueen_the_man_and_le_mans,Q21428105,Steve McQueen: The Man & Le Mans,,,,,,tt3504604,339934.0,,,,,,,,,,,
m/steven_tyler_out_on_a_limb,Q60862695,Steven Tyler: Out on a Limb,,,,,,tt8235056,516546.0,,,,,,,,,,,
m/stevie,Q7615566,Stevie,,,,,,tt0334416,51927.0,,,,,,,,,,,
m/stevie_nicks_in_your_dreams,,,,,,,,,,,,,,,,,,,,
m/stick,Q971636,Stick,,,,,stick,tt0090073,32387.0,,,,,,,,,,,
m/stick_it,Q2093420,Stick It,,,,,stickit,tt0430634,10115.0,,,,,,,,,,,
m/stiff-upper-lips,Q7616400,Stiff Upper Lips,,,,,,tt0120210,89861.0,,,,,,,,,,,
m/stigmata,Q1457030,Stigmata,,,,,stigmata,tt0145531,10307.0,,,,,,,,,,,
m/still_alice,Q16354843,Still Alice,,,,,stillalice,tt3316960,284293.0,5000000.0,Q4917,,,P2769,43884652.0,Q4917,,,,
m/still_bill,Q7617009,Still Bill,,,,,,tt1333117,55063.0,,,,,,,,,,,
m/still_breathing,Q1253360,Still Breathing,,,,,stillbreathing,tt0120211,39467.0,,,,,,,,,,,
m/still_crazy,Q934960,Still Crazy,,,,,stillcrazy,tt0149151,1618.0,,,,,,,,,,,
m/still_here,Q83953294,Still Here,,,,,,tt4789618,528402.0,,,,,,,,,,,
m/still_mine,Q7617109,Still Mine,,,,,,tt2073086,128215.0,,,,,,,,,,,
m/still_of_the_night,Q1544936,Still of the Night,,,,,stillofthenight,tt0084732,32048.0,,,,,,,,,,,
m/still_smokin,Q7617145,Still Smokin,,,,,stillsmokin,tt0086366,12695.0,,,,,,15543710.0,Q4917,,,,
m/stillborn_2018,Q73536821,Still/Born,,,,,,tt6087426,429742.0,,,,,,,,,,,
m/sting_2,Q1604697,The Sting II,,,,,sting2,tt0086370,36912.0,,,,,,,,,,,
m/stink,,,,,,,,,,,,,,,,,,,,
m/stir_crazy,Q232251,Stir Crazy,,,,,stircrazy,tt0081562,21629.0,,,,,,,,,,,
m/stir_of_echoes,Q975358,Stir of Echoes,,,,,stirofechoes,tt0164181,11601.0,,,,,,,,,,,
m/stitch_the_movie,Q1468857,Stitch! The Movie,Q6548398,Lilo & Stitch,Q6548398,Lilo & Stitch,,tt0348124,15567.0,,,,,,,,,,,
m/stitches_2012,Q7617650,Stitches,,,,,,tt2126362,115210.0,2000000.0,Q4917,,,P2130,63555.0,Q4917,,,,
m/stoker_2013,Q487271,Stoker,,,,,stoker,tt1682180,86825.0,,,,,,,,,,,
m/stolen,,,,,,,,,,,,,,,,,,,,
m/stolen_2012,Q2025754,Stolen,,,,,stolen2012,tt1656186,127493.0,,,,,,,,,,,
m/stolen_seas_2013,Q132821053,Q132821053,,,,,,tt1981690,158238.0,,,,,,,,,,,
m/stolen_summer,Q5229540,Stolen Summer,,,,,stolensummer,tt0286162,39541.0,,,,,,,,,,,
m/stomp_the_yard,Q2062974,Stomp the Yard,,,,,stomptheyard,tt0775539,1931.0,,,,,,,,,,,
m/stone,Q1508501,Stone,,,,,stone,tt1423995,44113.0,,,,,,,,,,,
m/stone_boy,Q7766595,The Stone Boy,,,,,,tt0088176,154276.0,,,,,,,,,,,
m/stone_bros_2009,,,,,,,,,,,,,,,,,,,,
m/stoned,Q2620593,Stoned,,,,,stoned,tt0426627,17741.0,,,,,,,,,,,
m/stonewall_2015,Q17639520,Stonewall,,,,,stonewall15,tt3018070,273899.0,13500000.0,Q4917,,,P2130,292669.0,Q4917,,,,
m/stoning_of_soraya_m,Q1021571,The Stoning of Soraya M.,,,,,stoningofsorayam,tt1277737,33409.0,,,,,,,,,,,
m/stop_loss,Q1632128,Stop-Loss,,,,,stoploss,tt0489281,8988.0,,,,,,,,,,,
m/stop_making_sense,Q2351784,Stop Making Sense,,,,,stopmakingsense,tt0088178,24128.0,,,,,,,,,,,
m/stop_or_my_mom_will_shoot,Q254555,Stop! Or My Mom Will Shoot,,,,,stopormymomwillshoot,tt0105477,9876.0,,,,,,,,,,,
m/stop_the_pounding_heart,Q17130637,Stop the Pounding Heart,,,,,stopthepoundingheart,tt2855026,194104.0,,,,,,,,,,,
m/storage_24,Q7619905,Storage 24,,,,,storage24,tt1986953,114958.0,,,,,,,,,,,
m/stories_we_tell,Q7620031,Stories We Tell,,,,,storieswetell,tt2366450,128216.0,,,,,,,,,,,
m/storks,Q21450480,Storks,,,,,storks,tt4624424,332210.0,70000000.0,Q4917,,,P2130,182379278.0,Q4917,,,,
m/storm_surfers_3d,Q50575626,Storm Surfers 3D,,,,,stormsurfers,tt1754546,128217.0,,,,,,,,,,,
m/stormy_monday,Q1574008,Stormy Monday,,,,,stormymonday,tt0096180,25497.0,,,,,,,,,,,
m/story_of_a_love_affair,Q2222439,Story of a Love Affair,,,,,,tt0042355,49781.0,,,,,,,,,,,
m/story_of_us,Q482545,The Story of Us,,,,,storyofus,tt0160916,12220.0,,,,,,,,,,,
m/story_of_vernon_and_irene_castle,Q2095063,The Story of Vernon and Irene Castle,,,,,storyofvernonandirenecastle,tt0031983,18651.0,,,,,,,,,,,
m/storytelling,Q1756254,Storytelling,,,,,storytelling,tt0250081,16550.0,,,,,,,,,,,
m/straight_outta_compton,Q18154625,Straight Outta Compton,,,,,straightouttacompton,tt1398426,277216.0,,,,,,201600000.0,Q4917,,,,
m/straight_story,Q1139454,The Straight Story,,,,,straightstory,tt0166896,404.0,10000000.0,Q4917,,,P2130,6203044.0,Q4917,,,,
m/straight_talk,Q4388328,Straight Talk,,,,,straighttalk,tt0105481,37264.0,,,,,,,,,,,
m/straight_time,Q1523648,Straight Time,,,,,straighttime,tt0078326,23397.0,,,,,,,,,,,
m/straight_to_hell,Q1065276,Straight to Hell,,,,,straighttohell,tt0094048,9698.0,,,,,,,,,,,
m/straightjacket,Q7620970,Straight-Jacket,,,,,straightjacket,tt0367097,92326.0,,,,,,,,,,,
m/straitjacket,Q1217802,Strait-Jacket,,,,,,tt0058620,29396.0,,,,,,,,,,,
m/stranded_2012,Q15040713,Stranded,,,,,,tt2268573,196830.0,,,,,,,,,,,
m/stranded_i_have_come_from_a_plane_that_crashed_on_the_mountains,Q7621262,Stranded: I've Come from a Plane that Crashed on the Mountains,,,,,stranded,tt1157720,21508.0,,,,,,,,,,,
m/strange_affair_of_uncle_harry,Q2417639,The Strange Affair of Uncle Harry,,,,,,tt0038123,43269.0,,,,,,,,,,,
m/strange_bedfellows,Q601100,Strange Bedfellows,,,,,,tt0360032,32141.0,,,,,,4816495.0,Q259502,,2004-01-01T00:00:00Z,,
m/strange_brew,Q7621346,Strange Brew,,,,,strangebrew,tt0086373,12921.0,,,,,,,,,,,
m/strange_but_true,Q39078731,Strange But True,,,,,,tt2866708,470897.0,,,,,,,,,,,
m/strange_cargo,Q1219922,Strange Cargo,,,,,,tt0033105,50271.0,,,,,,,,,,,
m/strange_fits_of_passion,,,,,,,,,,,,,,,,,,,,
m/strange_illusion,Q3321119,Strange Illusion,,,,,,tt0038126,41491.0,,,,,,,,,,,
m/strange_invaders,Q3236338,Strange Invaders,,,,,strangeinvaders,tt0086374,47892.0,5500000.0,Q4917,,,P2130,1362303.0,Q4917,,,,
m/strange_love_of_martha_ivers,Q971265,The Strange Love of Martha Ivers,,,,,,tt0038988,27033.0,,,,,,,,,,,
m/strange_magic,Q18534270,Strange Magic,,,,,strangemagic,tt4191054,302429.0,,,,,,,,,,,
m/strange_powers_stephin_merritt_and_the_magnetic_fields,,,,,,,,,,,,,,,,,,,,
m/strange_wilderness,Q187651,Strange Wilderness,,,,,strangewilderness,tt0489282,14220.0,,,,,,,,,,,
m/strange_woman,Q2264826,The Strange Woman,,,,,,tt0038990,32945.0,,,,,,,,,,,
m/strangeland,Q1182295,Strangeland,,,,,strangeland,tt0124102,27791.0,,,,,,,,,,,
m/stranger_among_us,Q2625080,A Stranger Among Us,,,,,strangeramongus,tt0105483,41670.0,,,,,,,,,,,
m/stranger_by_the_lake,Q12902822,Stranger by the Lake,,,,,strangerbythelake,tt2852458,186992.0,,,,,,,,,,,
m/stranger_than_fiction,Q151898,Stranger than Fiction,,,,,strangerthanfiction,tt0420223,1262.0,,,,,,,,,,,
m/stranger_than_paradise,Q1345409,Stranger Than Paradise,,,,,strangerthanparadise,tt0088184,469.0,100000.0,Q4917,,,P2769,2436000.0,Q4917,,,,
m/strangerland_2015,Q16199403,Strangerland,,,,,strangerland,tt2325977,245846.0,,,,,,,,,,,
m/stratton,Q20713364,Stratton,,,,,,tt3567666,348389.0,,,,,,,,,,,
m/stratton_story,Q2292080,The Stratton Story,,,,,strattonstory,tt0041928,43440.0,,,,,,,,,,,
m/straw-dogs-2011,Q738018,Straw Dogs,,,,,strawdogs10,tt0999913,64639.0,,,,,,,,,,,
m/strawberry_blonde,Q1848335,The Strawberry Blonde,,,,,,tt0034236,76465.0,,,,,,,,,,,
m/strawberry_flavored_plastic,,,,,,,,,,,,,,,,,,,,
m/stray_2018,Q132048165,Stray,,,,,,tt6074820,515597.0,,,,,,,,,,,
m/stray_2019,Q113558201,Stray,,,,,,tt6294226,436053.0,,,,,,,,,,,
m/stray_bullets,Q28863823,Stray Bullets,,,,,,tt4038806,351217.0,,,,,,,,,,,
m/stray_dolls,Q73535988,Stray Dolls,,,,,,tt6690836,586460.0,,,,,,,,,,,
m/streamers,Q1090685,Streamers,,,,,streamers,tt0086377,66487.0,,,,,,,,,,,
m/street_fighter,,,,,,,,,,,,,,,,,,,,
m/street_fighter_the_legend_of_chun_li,Q663645,Street Fighter: The Legend of Chun-Li,,,,,streetfighter09,tt0891592,15268.0,,,,,,,,,,,
m/street_kings,Q785712,Street Kings,,,,,streetkings,tt0421073,1266.0,,,,,,,,,,,
m/street_smart,Q674111,Street Smart,,,,,streetsmart,tt0094056,60631.0,,,,,,,,,,,
m/streetdance_2d,Q1139265,StreetDance 2,,,,,,tt1718903,85373.0,,,,,,,,,,,
m/streetlight_harmonies,,,,,,,,,,,,,,,,,,,,
m/streets_of_blood,Q3178936,Streets of Blood,,,,,,tt1203523,19727.0,,,,,,,,,,,
m/streets_of_fire,Q1275068,Streets of Fire,,,,,streetsoffire,tt0088194,14746.0,14500000.0,Q4917,,,P2130,8089290.0,Q4917,,,,
m/stretch_2014,Q14948589,Stretch,,,,,,tt2494280,227300.0,,,,,,,,,,,
m/strictly_business,Q2356167,Strictly Business,,,,,strictlybusiness,tt0102996,45147.0,,,,,,,,,,,
m/strike1924,Q151177,Strike,,,,,,tt0015361,44967.0,,,,,,,,,,,
m/strike_2020,,,,,,,,,,,,,,,,,,,,
m/striking_distance,Q617249,Striking Distance,,,,,strikingdistance,tt0108238,11074.0,,,,,,,,,,,
m/strings,,,,,,,,,,,,,,,,,,,,
m/stripes,Q174153,Stripes,,,,,stripes,tt0083131,10890.0,,,,,,,,,,,
m/striptease,Q1141460,Striptease,,,,,striptease,tt0117765,9879.0,,,,,,,,,,,
m/stroker_ace,Q655487,Stroker Ace,,,,,strokerace,tt0086379,19258.0,,,,,,,,,,,
m/strong_island,Q28803325,Strong Island,,,,,,tt5873150,428612.0,,,,,,,,,,,
m/stronger_2017,Q25136465,Stronger,,,,,,tt3881784,395993.0,,,,,,,,,,,
m/strongman_2009,Q16930546,Strongman,,,,,,tt1336011,53437.0,,,,,,,,,,,
m/stroszek,Q587566,Stroszek,,,,,,tt0075276,11698.0,,,,,,,,,,,
