,rotten_tomatoes_link,wd_film_qid,wd_film_label,series_qid,series_label,franchise_qid,franchise_label,budget_value,budget_currency_qid,budget_currency,budget_asof,budget_source,box_office_value,box_office_currency_qid,box_office_currency,box_office_asof,box_office_region_qid,box_office_region,p_and_a_method,share_effective,p_and_a_est,studio_rentals_est,profit_est,roi_est,gross_to_budget_multiple,breakeven_world_est,breakeven_gap,money_success_label
16084,m/the_young_karl_marx,Q28228149,The Young Karl Marx,,,,,,,,,,82168.0,Q4916,,,,,50% of production budget (heuristic),0.45,,36975.6,,,,,,
16085,m/the_young_messiah,Q20656805,The Young Messiah,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16086,m/the_young_philadelphians,Q1446533,The Young Philadelphians,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16087,m/the_young_unknown,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16088,m/the_zen_of_bennett,Q21647189,The Zen of Bennett,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16089,m/the_zero_theorem,Q863811,The Zero Theorem,,,,,8500000.0,Q4917,,,P2130,1200000.0,Q4917,,,,,50% of production budget (heuristic),0.45,4250000.0,540000.0,-12210000.0,-0.9576470588235294,0.1411764705882353,28333333.333333332,-27133333.333333332,bomb
16090,m/the_zookeepers_wife_2017,Q21528262,The Zookeeper's Wife,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16091,m/theatre_of_blood,Q2064212,Theatre of Blood,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16092,m/theeb,Q20422190,Theeb,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16093,m/their_finest_2017,Q21528153,Their Finest,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16094,m/thelma_2017,Q28233735,Thelma,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16095,m/thelma_and_louise,Q658041,Thelma & Louise,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16096,m/them_2007,Q1112469,Them,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16097,m/them_that_follow,Q59304913,Them That Follow,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16098,m/then_came_you,Q63615335,Then Came You,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16099,m/then_she_found_me,Q1321387,Then She Found Me,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16100,m/theory_of_flight,Q1815694,The Theory of Flight,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16101,m/theory_of_obscurity_a_film_about_the_residents,Q132821511,Q132821511,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16102,m/there_be_dragons,Q531043,There Be Dragons,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16103,m/there_was_a_crooked_man,Q431225,There Was a Crooked Man...,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16104,m/there_will_be_blood,Q244315,There Will Be Blood,Q26705935,BBC's 100 Greatest Films of the 21st Century,,,25000000.0,Q4917,,,P2130,40222514.0,Q4917,,,,,50% of production budget (heuristic),0.45,12500000.0,18100131.3,-19399868.7,-0.5173298319999999,1.60890056,83333333.33333333,-43110819.33333333,bomb
16105,m/theres_no_business_like_show_business,Q1225134,There's No Business Like Show Business,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16106,m/theres_something_about_mary,Q177374,There's Something About Mary,,,,,23000000.0,Q4917,,,P2130,369900000.0,Q4917,,,,,50% of production budget (heuristic),0.45,11500000.0,166455000.0,131955000.0,3.824782608695652,16.082608695652173,76666666.66666667,293233333.3333333,smash_hit
16107,m/theres_something_in_the_water,Q66828710,There's Something in the Water,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16108,m/therese_desqueyroux_2012,Q2367980,Thérèse Desqueyroux,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16109,m/these_amazing_shadows,Q7783328,These Amazing Shadows,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16110,m/these_birds_walk,Q17093904,These Birds Walk,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16111,m/these_final_hours,Q17056664,These Final Hours,,,,,2500000.0,Q4917,,,P2130,360234.0,Q4917,,,,,50% of production budget (heuristic),0.45,1250000.0,162105.30000000002,-3587894.7,-0.95677192,0.1440936,8333333.333333333,-7973099.333333333,bomb
16112,m/these_girls,Q4156493,These Girls,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16113,m/thesis,Q1636502,Tesis,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16114,m/they_call_it_myanmar_lifting_the_curtain,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16115,m/they_call_me_mister_tibbs,Q2437383,They Call Me Mister Tibbs!,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16116,m/they_came_to_cordura,Q2067152,They Came to Cordura,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16117,m/they_came_together,Q17113214,They Came Together,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16118,m/they_died_with_their_boots_on,Q1534778,They Died with Their Boots On,,,,,1358000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,679000.0,,,,,4526666.666666667,,
16119,m/they_got_me_covered,Q3786037,They Got Me Covered,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16120,m/they_live,Q72909,They Live,,,,,3000000.0,Q4917,,,P2130,13008928.0,Q4917,,,,,50% of production budget (heuristic),0.45,1500000.0,5854017.600000001,1354017.6000000006,0.3008928000000001,4.336309333333333,10000000.0,3008928.0,hit
16121,m/they_might_be_giants,Q7783739,They Might Be Giants,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16122,m/they_remain,Q62018314,They Remain,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16123,m/they_wait,Q3990397,They Wait,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16124,m/they_were_expendable,Q1548954,They Were Expendable,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16125,m/they_will_have_to_kill_us_first,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16126,m/theyll_love_me_when_im_dead,Q56241185,They'll Love Me When I'm Dead,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16127,m/theyre_inside,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16128,m/theyre_watching,Q23013844,They're Watching,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16129,m/thief_of_hearts,Q7783978,Thief of Hearts,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16130,m/thieves_highway,Q1457849,Thieves' Highway,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16131,m/thin_2006,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16132,m/thin_blue_line,Q162997,The Thin Blue Line,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16133,m/thin_ice_2012,Q7784260,Thin Ice,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16134,m/thin_line_between_love_and_hate,Q929293,A Thin Line Between Love and Hate,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16135,m/thin_man,Q1198497,The Thin Man,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16136,m/thing_about_my_folk,Q188064,The Thing About My Folks,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16137,m/thing_called_love,Q1538920,The Thing Called Love,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16138,m/things-to-do,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16139,m/things_behind_the_sun,Q7784361,Things Behind the Sun,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16140,m/things_change,Q1627111,Things Change,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16141,m/things_never_said,Q16615627,Things Never Said,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16142,m/things_to_come,Q241141,Things to Come,,,,,260000.0,Q25224,,,P2130,,,,,,,50% of production budget (heuristic),0.45,130000.0,,,,,866666.6666666666,,
16143,m/things_to_come_2016,Q20814850,Things to Come,,,,,3200000.0,Q4917,,,P2130,5500000.0,Q4917,,,,,50% of production budget (heuristic),0.45,1600000.0,2475000.0,-2325000.0,-0.484375,1.71875,10666666.666666666,-5166666.666666666,underperformer
16144,m/things_to_do_in_denver_when_youre_dead,Q1169589,Things to Do in Denver When You're Dead,,,,,8000000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,4000000.0,,,,,26666666.666666664,,
16145,m/things_we_lost_in_the_fire,Q1306840,Things We Lost in the Fire,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16146,m/things_you_can_tell_just_by_looking_at_her,Q536767,Things You Can Tell Just by Looking at Her,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16147,m/think_like_a_dog,Q83950626,Think Like a Dog,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16148,m/think_like_a_man,Q548148,Think like a Man,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16149,m/think_like_a_man_too,Q13522857,Think Like a Man Too,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16150,m/thinner,Q1637939,Thinner,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16151,m/third_person,Q3522995,Third Person,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16152,m/third_wheel,Q1618511,The Third Wheel,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16153,m/third_world_cop,Q7785020,Third World Cop,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16154,m/thirteen,Q1141912,Thirteen,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16155,m/thirteen-women,Q1545246,Thirteen Women,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16156,m/thirteen_conversations_about_one_thing,Q1143287,Thirteen Conversations About One Thing,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16157,m/thirteen_days,Q128730,Thirteen Days,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16158,m/thirteen_ghosts,Q186864,Thirteen Ghosts,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16159,m/thirty-two-short-films-about-glenn-gould,Q7785228,Thirty Two Short Films About Glenn Gould,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16160,m/thirty_seconds_over_tokyo,Q1258295,Thirty Seconds Over Tokyo,,,,,2900000.0,Q4917,,,P2130,6247000.0,Q4917,,,,,50% of production budget (heuristic),0.45,1450000.0,2811150.0,-1538850.0,-0.3537586206896552,2.154137931034483,9666666.666666666,-3419666.666666666,underperformer
16161,m/thirty_six_quai_des_orfevres,Q227548,36 Quai des Orfèvres,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16162,m/this-beautiful-city,Q7785606,This Beautiful City,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16163,m/this_aint_no_mouse_music_2014,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16164,m/this_beautiful_fantastic_2017,Q20713461,This Beautiful Fantastic,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16165,m/this_boys_life,Q956250,This Boy's Life,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16166,m/this_changes_everything_2015,Q21034405,This Changes Everything,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16167,m/this_christmas,Q1511349,This Christmas,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16168,m/this_divided_state,Q7785683,This Divided State,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16169,m/this_girls_life,Q7785720,This Girl's Life,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16170,m/this_is_40,Q1090390,This Is 40,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16171,m/this_is_elvis,Q2475875,This Is Elvis,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16172,m/this_is_england,Q748205,This Is England,,,,,1500000.0,Q25224,,,P2130,3144754.0,Q4917,,,,,50% of production budget (heuristic),0.45,750000.0,1415139.3,-834860.7,-0.37104919999999997,2.096502666666667,5000000.0,-1855246.0,underperformer
16173,m/this_is_martin_bonner_2013,Q12129217,This Is Martin Bonner,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16174,m/this_is_my_life,Q2559528,This Is My Life,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16175,m/this_is_not_a_film_2011,Q627471,This Is Not a Film,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16176,m/this_is_not_berlin,Q63498543,This Is Not Berlin,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16177,m/this_is_spinal_tap,Q7810384,This Is Spinal Tap,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16178,m/this_is_the_end,Q607363,This Is the End,,,,,32000000.0,Q4917,,,P2130,126041322.0,Q4917,,,,,50% of production budget (heuristic),0.45,16000000.0,56718594.9,8718594.899999999,0.18163739374999996,3.9387913125,106666666.66666666,19374655.333333343,marginal
16179,m/this_is_us,Q4595879,One Direction: This Is Us,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16180,m/this_is_where_i_leave_you,Q15039873,This Is Where I Leave You,,,,,19000000.0,Q4917,,,P2130,40996320.0,Q4917,,,,,50% of production budget (heuristic),0.45,9500000.0,18448344.0,-10051656.0,-0.3526896842105263,2.157701052631579,63333333.33333333,-22337013.33333333,underperformer
16181,m/this_land_is_mine,Q2718620,This Land Is Mine,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16182,m/this_means_war,Q1049480,This Means War,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16183,m/this_must_be_the_place,Q511347,This Must Be the Place,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16184,m/this_old_cub,Q7786188,This Old Cub,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16185,m/this_property_is_condemned,Q1545950,This Property Is Condemned,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16186,m/this_revolution_2006,Q7786236,This Revolution,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16187,m/this_so_called_disaster,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16188,m/this_sporting_life,Q971412,This Sporting Life,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16189,m/this_teacher,Q96409775,This Teacher,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16190,m/this_thing_of_ours,Q7786285,This Thing of Ours,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16191,m/thoda_pyaar_thoda_magic,Q2421682,Thoda Pyaar Thoda Magic,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16192,m/thomas_and_the_magic_railroad,Q1635070,Thomas and the Magic Railroad,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16193,m/thomas_crown_affair,Q1479998,The Thomas Crown Affair,,,,,4300000.0,Q4917,,,P2130,14000000.0,Q4917,,,,,50% of production budget (heuristic),0.45,2150000.0,6300000.0,-150000.0,-0.023255813953488372,3.255813953488372,14333333.333333332,-333333.3333333321,marginal
16194,m/thomas_crown_affair_the,Q1216770,The Thomas Crown Affair,,,,,48000000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,24000000.0,,,,,160000000.0,,
16195,m/thor,Q217020,Thor,Q88306753,Thor,,,150000000.0,Q4917,,,P2130,181030624.0,Q4917,,,,,50% of production budget (heuristic),0.45,75000000.0,81463780.8,-143536219.2,-0.6379387519999999,1.2068708266666666,500000000.0,-318969376.0,bomb
16196,m/thor_ragnarok_2017,Q22665878,Thor: Ragnarok,Q88306753,Thor,,,180000000.0,Q4917,,,P2130,853977126.0,Q4917,,,,,50% of production budget (heuristic),0.45,90000000.0,384289706.7,114289706.69999999,0.42329521,4.7443173666666665,600000000.0,253977126.0,hit
16197,m/thor_the_dark_world,Q1201853,Thor: The Dark World,Q88306753,Thor,,,170000000.0,Q4917,,,P2130,206362140.0,Q4917,,,,,50% of production budget (heuristic),0.45,85000000.0,92862963.0,-162137037.0,-0.6358315176470588,1.2138949411764706,566666666.6666666,-360304526.6666666,bomb
16198,m/thoroughbreds_2018,Q28114659,Thoroughbreds,,,,,5000000.0,Q4917,,,P2130,3187255.0,Q4917,,,,,50% of production budget (heuristic),0.45,2500000.0,1434264.75,-6065735.25,-0.8087647,0.637451,16666666.666666666,-13479411.666666666,bomb
16199,m/those_magnificent_men_in_their_flying_machines,Q500304,Those Magnificent Men in their Flying Machines,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16200,m/those_people_2016,Q21428173,Those People,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16201,m/three_and_out,Q3525951,Three and Out,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16202,m/three_billboards_outside_ebbing_missouri,Q24053277,"Three Billboards Outside Ebbing, Missouri",,,,,12000000.0,Q4917,,,P2130,158773427.0,Q4917,,,,,50% of production budget (heuristic),0.45,6000000.0,71448042.15,53448042.150000006,2.9693356750000004,13.231118916666667,40000000.0,118773427.0,smash_hit
16203,m/three_burials_of_melquiades_estrada,Q954949,The Three Burials of Melquiades Estrada,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16204,m/three_came_home,Q1257224,Three Came Home,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16205,m/three_christs,Q27962481,The Three Christs of Ypsilanti,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16206,m/three_coins_in_the_fountain,Q1440194,Three Coins in the Fountain,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16207,m/three_colors_blue,Q932814,Three Colours: Blue,Q72594,Three Colors trilogy,,,,,,,,1365410.0,Q4917,,,,,50% of production budget (heuristic),0.45,,614434.5,,,,,,
16208,m/three_colors_white,Q933437,Three Colours: White,Q72594,Three Colors trilogy,,,,,,,,1251427.0,Q4917,,,,,50% of production budget (heuristic),0.45,,563142.15,,,,,,
16209,m/three_days_of_the_condor,Q458033,Three Days of the Condor,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16210,m/three_faces_of_eve,Q1379585,The Three Faces of Eve,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16211,m/three_fugitives,Q1167229,Three Fugitives,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16212,m/three_godfathers_1948,Q528296,3 Godfathers,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16213,m/three_identical_strangers,Q55635808,Three Identical Strangers,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16214,m/three_kings,Q1357016,Three Kings,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16215,m/three_men_and_a_baby,Q1540124,Three Men and a Baby,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16216,m/three_men_and_a_little_lady,Q477523,Three Men and a Little Lady,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16217,m/three_night_stand,Q64808811,Three Night Stand,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16218,m/three_oclock_high,Q1274947,Three O'Clock High,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16219,m/three_of_hearts,Q1961856,Three of Hearts,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16220,m/three_sisters_t,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16221,m/three_smart_girls,Q1257247,Three Smart Girls,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16222,m/three_strange_loves,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16223,m/three_times,Q708945,Three Times,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16224,m/three_to_tango,Q665126,Three to Tango,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16225,m/three_wishes,Q3998104,Three Wishes,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16226,m/three_worlds,Q59026,Three Worlds,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16227,m/three_worlds_of_gulliver,Q491989,The Three Worlds of Gulliver,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16228,m/threeextremes,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16229,m/threesome,Q1308638,Threesome,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16230,m/thriller_2018,Q48674039,Thriller,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16231,m/throne_of_blood,Q257818,Throne of Blood,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16232,m/through_a_lens_darkly_black_photographers_and_the_emergence_of_a_people,Q17183979,Through a Lens Darkly: Black Photographers and the Emergence of a People,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16233,m/throw_momma_from_the_train,Q1422110,Throw Momma from the Train,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16234,m/throw_of_the_dice,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16235,m/thumbsucker,Q2139961,Thumbsucker,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16236,m/thunder_and_the_house_of_magic,Q15142320,The House of Magic,,,,,34000000.0,Q4917,,,P2130,33000000.0,Q4917,,,,,50% of production budget (heuristic),0.45,17000000.0,14850000.0,-36150000.0,-0.7088235294117647,0.9705882352941176,113333333.33333333,-80333333.33333333,bomb
16237,m/thunder_road_2018,Q56529453,Thunder Road,,,,,200000.0,Q4917,,,P2130,458064.0,Q4917,,,,,50% of production budget (heuristic),0.45,100000.0,206128.80000000002,-93871.19999999998,-0.31290399999999996,2.29032,666666.6666666666,-208602.66666666663,underperformer
16238,m/thunder_soul,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16239,m/thunderball,Q107724,Thunderball,Q26451486,EON James Bond series,,,9000000.0,Q4917,,,P2130,141200000.0,Q4917,,,,,50% of production budget (heuristic),0.45,4500000.0,63540000.0,50040000.0,3.7066666666666666,15.688888888888888,30000000.0,111200000.0,smash_hit
16240,m/thunderbirds,Q1506377,Thunderbirds,,,Q115616329,Thunderbirds,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16241,m/thunderbirds_are_go,Q2312568,Thunderbirds Are Go,,,Q115616329,Thunderbirds,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16242,m/thunderbolt_and_lightfoot,Q1219013,Thunderbolt and Lightfoot,,,,,4000000.0,Q4917,,,P2130,21700000.0,Q4917,,,,,50% of production budget (heuristic),0.45,2000000.0,9765000.0,3765000.0,0.6275,5.425,13333333.333333332,8366666.666666668,hit
16243,m/thunderheart,Q1570275,Thunderheart,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16244,m/thunderstruck_2012,Q7799182,Thunderstruck,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16245,m/thursday,Q16516,Thursday,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16246,m/thx_1138,Q783365,THX 1138,,,,,777777.0,Q4917,,,P2130,2437000.0,Q4917,,,,,50% of production budget (heuristic),0.45,388888.5,1096650.0,-70015.5,-0.060013345727631444,3.133288847574562,2592590.0,-155590.0,marginal
16247,m/ticked_off_trannies_with_knives,Q7800629,Ticked-Off Trannies with Knives,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16248,m/tideland,Q151884,Tideland,,,,,19000000.0,Q1104069,,,P2130,66453.0,Q4917,,,,,50% of production budget (heuristic),0.45,9500000.0,29903.850000000002,-28470096.15,-0.9989507421052631,0.0034975263157894735,63333333.33333333,-63266880.33333333,bomb
16249,m/tie_me_up_tie_me_down,Q600176,Tie Me Up! Tie Me Down!,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16250,m/tig_notaro_happy_to_be_here,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16251,m/tiger_and_the_snow,Q19358,The Tiger and the Snow,,,,,35000000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,17500000.0,,,,,116666666.66666666,,
16252,m/tiger_bay,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16253,m/tiger_eyes_2012,Q7801402,Tiger Eyes,,,,,,,,,,27160.0,Q4917,,,,,50% of production budget (heuristic),0.45,,12222.0,,,,,,
16254,m/tiger_orange,Q20800641,Tiger Orange,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16255,m/tigerland,Q1423020,Tigerland,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16256,m/tigertail,Q56281252,Tigertail,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16257,m/tightrope,Q1125083,Tightrope,,,,,,,,,,48143579.0,Q4917,,,,,50% of production budget (heuristic),0.45,,21664610.55,,,,,,
16258,m/tijuana_jackson_purpose_over_prison,Q124995470,Tijuana Jackson: Purpose Over Prison,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16259,m/tikkun_2016,Q25409807,Tikkun,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16260,m/till_human_voices_wake_us,Q7802187,Till Human Voices Wake Us,,,,,,,,,,131921.0,Q259502,,2002-01-01T00:00:00Z,,,50% of production budget (heuristic),0.45,,59364.450000000004,,,,,,
16261,m/till_the_clouds_roll_by,Q430852,Till the Clouds Roll By,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
